"Group","Area","M664","Reference","Type","G1","G2","G3","G4","category"
"Sugars","Ecuador",224,0,"B",394,297,174,0,"3"
"Sugars","Egypt",312,0,"B",394,297,174,0,"2"
"Sugars","El Salvador",400,0,"B",394,297,174,0,"1"
"Sugars","Estonia",267,0,"B",394,297,174,0,"3"
"Sugars","Ethiopia",63,0,"B",394,297,174,0,"4"
"Sugars","Ethiopia PDR",0,0,"B",394,297,174,0,"5"
"Sugars","Europe",388,0,"B",394,297,174,0,"2"
"Sugars","European Union",377,0,"B",394,297,174,0,"2"
"Sugars","Fiji",332,0,"B",394,297,174,0,"2"
"Sugars","Finland",304,0,"B",394,297,174,0,"2"
"Sugars","France",373,0,"B",394,297,174,0,"2"
"Sugars","French Polynesia",221,0,"B",394,297,174,0,"3"
"Sugars","Gabon",152,0,"B",394,297,174,0,"4"
"Sugars","Gambia",258,0,"B",394,297,174,0,"3"
"Sugars","Georgia",337,0,"B",394,297,174,0,"2"
"Sugars","Germany",470,0,"B",394,297,174,0,"1"
"Sugars","Ghana",145,0,"B",394,297,174,0,"4"
"Sugars","Greece",279,0,"B",394,297,174,0,"3"
"Sugars","Grenada",376,0,"B",394,297,174,0,"2"
"Sugars","Guatemala",467,0,"B",394,297,174,0,"1"
"Sugars","Guinea",95,0,"B",394,297,174,0,"4"
"Sugars","Guinea-Bissau",105,0,"B",394,297,174,0,"4"
"Sugars","Guyana",390,0,"B",394,297,174,0,"2"
"Sugars","Haiti",174,0,"B",394,297,174,0,"1"
"Sugars","Honduras",452,0,"B",394,297,174,0,"1"
"Sugars","Hungary",342,0,"B",394,297,174,0,"2"
"Sugars","Iceland",435,0,"B",394,297,174,0,"1"
"Sugars","India",235,0,"B",394,297,174,0,"3"
"Sugars","Indonesia",164,0,"B",394,297,174,0,"4"
"Sugars","Iran (Islamic Republic of)",275,0,"B",394,297,174,0,"3"
"Sugars","Iraq",179,0,"B",394,297,174,0,"3"
"Sugars","Ireland",395,0,"B",394,297,174,0,"1"
"Sugars","Israel",257,0,"B",394,297,174,0,"3"
"Sugars","Italy",308,0,"B",394,297,174,0,"2"
"Sugars","Jamaica",466,0,"B",394,297,174,0,"1"
"Sugars","Japan",255,0,"B",394,297,174,0,"3"
"Sugars","Jordan",464,0,"B",394,297,174,0,"1"
"Sugars","Kazakhstan",284,0,"B",394,297,174,0,"3"
"Sugars","Kenya",177,0,"B",394,297,174,0,"3"
"Sugars","Kiribati",446,0,"B",394,297,174,0,"1"
"Sugars","Kuwait",374,0,"B",394,297,174,0,"2"
"Sugars","Kyrgyzstan",268,0,"B",394,297,174,0,"3"
"Sugars","Land Locked Developing Countries",116,0,"B",394,297,174,0,"4"
"Sugars","Lao People's Democratic Republic",77,0,"B",394,297,174,0,"4"
"Sugars","Latvia",371,0,"B",394,297,174,0,"2"
"Sugars","Least Developed Countries",115,0,"B",394,297,174,0,"4"
"Sugars","Lebanon",398,0,"B",394,297,174,0,"1"
"Sugars","Lesotho",155,0,"B",394,297,174,0,"4"
"Sugars","Liberia",62,0,"B",394,297,174,0,"4"
"Sugars","Lithuania",408,0,"B",394,297,174,0,"1"
"Sugars","Low Income Food Deficit Countries",188,0,"B",394,297,174,0,"3"
"Sugars","Luxembourg",320,0,"B",394,297,174,0,"2"
"Sugars","Madagascar",73,0,"B",394,297,174,0,"4"
"Sugars","Malawi",81,0,"B",394,297,174,0,"4"
"Sugars","Malaysia",411,0,"B",394,297,174,0,"1"
"Sugars","Maldives",292,0,"B",394,297,174,0,"3"
"Sugars","Mali",100,0,"B",394,297,174,0,"4"
"Sugars","Malta",548,0,"B",394,297,174,0,"1"
"Sugars","Mauritania",352,0,"B",394,297,174,0,"2"
"Sugars","Mauritius",335,0,"B",394,297,174,0,"2"
"Sugars","Melanesia",217,0,"B",394,297,174,0,"3"
"Sugars","Mexico",458,0,"B",394,297,174,0,"1"
"Sugars","Micronesia",446,0,"B",394,297,174,0,"1"
"Sugars","Middle Africa",120,0,"B",394,297,174,0,"4"
"Sugars","Mongolia",145,0,"B",394,297,174,0,"4"
"Sugars","Montenegro",331,0,"B",394,297,174,0,"2"
"Sugars","Morocco",386,0,"B",394,297,174,0,"2"
"Sugars","Mozambique",110,0,"B",394,297,174,0,"4"
"Sugars","Myanmar",164,0,"B",394,297,174,0,"4"
"Sugars","Namibia",204,0,"B",394,297,174,0,"3"
"Sugars","Nepal",77,0,"B",394,297,174,0,"4"
"Sugars","Net Food Importing Developing Countries",188,0,"B",394,297,174,0,"3"
"Sugars","Netherlands",428,0,"B",394,297,174,0,"1"
"Sugars","Netherlands Antilles (former)",0,0,"B",394,297,174,0,"5"
"Sugars","New Caledonia",239,0,"B",394,297,174,0,"3"
"Sugars","New Zealand",568,0,"B",394,297,174,0,"1"
"Sugars","Nicaragua",396,0,"B",394,297,174,0,"1"
"Sugars","Niger",53,0,"B",394,297,174,0,"4"
"Sugars","Nigeria",105,0,"B",394,297,174,0,"4"
"Sugars","Northern Africa",324,0,"B",394,297,174,0,"2"
"Sugars","Northern America",583,0,"B",394,297,174,0,"1"
"Sugars","Northern Europe",391,0,"B",394,297,174,0,"2"
"Sugars","Norway",314,0,"B",394,297,174,0,"2"
"Sugars","Oceania",399,0,"B",394,297,174,0,"1"
"Sugars","Oman",330,0,"B",394,297,174,0,"2"
"Sugars","Pakistan",284,0,"B",394,297,174,0,"3"
"Sugars","Panama",332,0,"B",394,297,174,0,"2"
"Sugars","Paraguay",248,0,"B",394,297,174,0,"3"
"Sugars","Peru",224,0,"B",394,297,174,0,"3"
"Sugars","Philippines",225,0,"B",394,297,174,0,"3"
"Sugars","Poland",431,0,"B",394,297,174,0,"1"
"Sugars","Polynesia",238,0,"B",394,297,174,0,"3"
"Sugars","Portugal",257,0,"B",394,297,174,0,"3"
"Sugars","Republic of Korea",347,0,"B",394,297,174,0,"2"
"Sugars","Republic of Moldova",208,0,"B",394,297,174,0,"3"
"Sugars","Romania",244,0,"B",394,297,174,0,"3"
"Sugars","Russian Federation",439,0,"B",394,297,174,0,"1"
"Sugars","Rwanda",50,0,"B",394,297,174,0,"4"
"Sugars","Saint Kitts and Nevis",423,0,"B",394,297,174,0,"1"
"Sugars","Saint Lucia",375,0,"B",394,297,174,0,"2"
"Sugars","Saint Vincent and the Grenadines",429,0,"B",394,297,174,0,"1"
"Sugars","Samoa",260,0,"B",394,297,174,0,"3"
"Sugars","Sao Tome and Principe",154,0,"B",394,297,174,0,"4"
"Sugars","Saudi Arabia",309,0,"B",394,297,174,0,"2"
"Sugars","Senegal",175,0,"B",394,297,174,0,"3"
"Sugars","Serbia",271,0,"B",394,297,174,0,"3"
"Sugars","Serbia and Montenegro",0,0,"B",394,297,174,0,"5"
"Sugars","Sierra Leone",57,0,"B",394,297,174,0,"4"
"Sugars","Slovakia",428,0,"B",394,297,174,0,"1"
"Sugars","Slovenia",234,0,"B",394,297,174,0,"3"
"Sugars","Small Island Developing States",341,0,"B",394,297,174,0,"2"
"Sugars","Solomon Islands",45,0,"B",394,297,174,0,"4"
"Sugars","South Africa",333,0,"B",394,297,174,0,"2"
"Sugars","South America",416,0,"B",394,297,174,0,"1"
"Sugars","South-Eastern Asia",205,0,"B",394,297,174,0,"3"
"Sugars","Southern Africa",319,0,"B",394,297,174,0,"2"
"Sugars","Southern Asia",225,0,"B",394,297,174,0,"3"
"Sugars","Southern Europe",297,0,"B",394,297,174,0,"1"
"Sugars","Spain",302,0,"B",394,297,174,0,"2"
"Sugars","Sri Lanka",295,0,"B",394,297,174,0,"3"
"Sugars","Sudan",350,0,"B",394,297,174,0,"2"
"Sugars","Sudan (former)",0,0,"B",394,297,174,0,"5"
"Sugars","Suriname",427,0,"B",394,297,174,0,"1"
"Sugars","Swaziland",346,0,"B",394,297,174,0,"2"
"Sugars","Sweden",413,0,"B",394,297,174,0,"1"
"Sugars","Switzerland",583,0,"B",394,297,174,0,"1"
"Sugars","Tajikistan",184,0,"B",394,297,174,0,"3"
"Sugars","Thailand",439,0,"B",394,297,174,0,"1"
"Sugars","The former Yugoslav Republic of Macedonia",374,0,"B",394,297,174,0,"2"
"Sugars","Timor-Leste",107,0,"B",394,297,174,0,"4"
"Sugars","Togo",115,0,"B",394,297,174,0,"4"
"Sugars","Trinidad and Tobago",573,0,"B",394,297,174,0,"1"
"Sugars","Tunisia",337,0,"B",394,297,174,0,"2"
"Sugars","Turkey",308,0,"B",394,297,174,0,"2"
"Sugars","Turkmenistan",86,0,"B",394,297,174,0,"4"
"Sugars","Uganda",117,0,"B",394,297,174,0,"4"
"Sugars","Ukraine",429,0,"B",394,297,174,0,"1"
"Sugars","United Arab Emirates",361,0,"B",394,297,174,0,"2"
"Sugars","United Kingdom",394,0,"B",394,297,174,0,"1"
"Sugars","United Republic of Tanzania",107,0,"B",394,297,174,0,"4"
"Sugars","United States of America",600,0,"B",394,297,174,0,"1"
"Sugars","Uruguay",389,0,"B",394,297,174,0,"2"
"Sugars","USSR",0,0,"B",394,297,174,0,"5"
"Sugars","Uzbekistan",98,0,"B",394,297,174,0,"4"
"Sugars","Vanuatu",176,0,"B",394,297,174,0,"3"
"Sugars","Venezuela (Bolivarian Republic of)",388,0,"B",394,297,174,0,"2"
"Sugars","Viet Nam",100,0,"B",394,297,174,0,"4"
"Sugars","Western Africa",107,0,"B",394,297,174,0,"4"
"Sugars","Western Asia",288,0,"B",394,297,174,0,"3"
"Sugars","Western Europe",438,0,"B",394,297,174,0,"1"
"Sugars","World",239,0,"B",394,297,174,0,"3"
"Sugars","Yemen",273,0,"B",394,297,174,0,"3"
"Sugars","Yugoslav SFR",0,0,"B",394,297,174,0,"5"
"Sugars","Zambia",99,0,"B",394,297,174,0,"4"
"Sugars","Zimbabwe",268,0,"B",394,297,174,0,"3"
"Vegetables","Afghanistan",17,160,"A",26,46,67,160,"1"
"Vegetables","Africa",38,160,"A",26,46,67,160,"2"
"Vegetables","Albania",123,160,"A",26,46,67,160,"4"
"Vegetables","Algeria",108,160,"A",26,46,67,160,"4"
"Vegetables","Americas",39,160,"A",26,46,67,160,"2"
"Vegetables","Angola",35,160,"A",26,46,67,160,"2"
"Vegetables","Antigua and Barbuda",53,160,"A",26,46,67,160,"3"
"Vegetables","Argentina",43,160,"A",26,46,67,160,"2"
"Vegetables","Armenia",158,160,"A",26,46,67,160,"4"
"Vegetables","Asia",113,160,"A",26,46,67,160,"4"
"Vegetables","Australia",61,160,"A",26,46,67,160,"3"
"Vegetables","Australia & New Zealand",64,160,"A",26,46,67,160,"3"
"Vegetables","Austria",64,160,"A",26,46,67,160,"3"
"Vegetables","Azerbaijan",71,160,"A",26,46,67,160,"4"
"Vegetables","Bahamas",71,160,"A",26,46,67,160,"4"
"Vegetables","Bangladesh",24,160,"A",26,46,67,160,"1"
"Vegetables","Barbados",57,160,"A",26,46,67,160,"3"
"Vegetables","Belarus",94,160,"A",26,46,67,160,"4"
"Vegetables","Belgium",103,160,"A",26,46,67,160,"4"
"Vegetables","Belgium-Luxembourg",0,160,"A",26,46,67,160,"1"
"Vegetables","Belize",30,160,"A",26,46,67,160,"2"
"Vegetables","Benin",16,160,"A",26,46,67,160,"1"
"Vegetables","Bermuda",107,160,"A",26,46,67,160,"4"
"Vegetables","Bolivia (Plurinational State of)",26,160,"A",26,46,67,160,"1"
"Vegetables","Bosnia and Herzegovina",119,160,"A",26,46,67,160,"4"
"Vegetables","Botswana",30,160,"A",26,46,67,160,"2"
"Vegetables","Brazil",25,160,"A",26,46,67,160,"1"
"Vegetables","Brunei Darussalam",69,160,"A",26,46,67,160,"4"
"Vegetables","Bulgaria",28,160,"A",26,46,67,160,"2"
"Vegetables","Burkina Faso",11,160,"A",26,46,67,160,"1"
"Vegetables","Cabo Verde",65,160,"A",26,46,67,160,"3"
"Vegetables","Cambodia",23,160,"A",26,46,67,160,"1"
"Vegetables","Cameroon",44,160,"A",26,46,67,160,"2"
"Vegetables","Canada",69,160,"A",26,46,67,160,"4"
"Vegetables","Caribbean",36,160,"A",26,46,67,160,"2"
"Vegetables","Central African Republic",11,160,"A",26,46,67,160,"1"
"Vegetables","Central America",31,160,"A",26,46,67,160,"2"
"Vegetables","Central Asia",123,160,"A",26,46,67,160,"4"
"Vegetables","Chad",6,160,"A",26,46,67,160,"1"
"Vegetables","Chile",56,160,"A",26,46,67,160,"3"
"Vegetables","China",224,160,"A",26,46,67,160,"5"
"Vegetables","China, Hong Kong SAR",104,160,"A",26,46,67,160,"4"
"Vegetables","China, Macao SAR",67,160,"A",26,46,67,160,"1"
"Vegetables","China, mainland",227,160,"A",26,46,67,160,"5"
"Vegetables","China, Taiwan Province of",102,160,"A",26,46,67,160,"4"
"Vegetables","Colombia",24,160,"A",26,46,67,160,"1"
"Vegetables","Congo",39,160,"A",26,46,67,160,"2"
"Vegetables","Costa Rica",25,160,"A",26,46,67,160,"1"
"Vegetables","Côte d'Ivoire",33,160,"A",26,46,67,160,"2"
"Vegetables","Croatia",55,160,"A",26,46,67,160,"3"
"Vegetables","Cuba",59,160,"A",26,46,67,160,"3"
"Vegetables","Cyprus",64,160,"A",26,46,67,160,"3"
"Vegetables","Czechia",44,160,"A",26,46,67,160,"2"
"Vegetables","Czechoslovakia",0,160,"A",26,46,67,160,"1"
"Vegetables","Democratic People's Republic of Korea",79,160,"A",26,46,67,160,"4"
"Vegetables","Denmark",67,160,"A",26,46,67,160,"1"
"Vegetables","Djibouti",39,160,"A",26,46,67,160,"2"
"Vegetables","Dominica",64,160,"A",26,46,67,160,"3"
"Vegetables","Dominican Republic",24,160,"A",26,46,67,160,"1"
"Vegetables","Eastern Africa",19,160,"A",26,46,67,160,"1"
"Vegetables","Eastern Asia",208,160,"A",26,46,67,160,"5"
"Vegetables","Eastern Europe",68,160,"A",26,46,67,160,"4"
"Vegetables","Ecuador",18,160,"A",26,46,67,160,"1"
"Vegetables","Egypt",77,160,"A",26,46,67,160,"4"
"Vegetables","El Salvador",36,160,"A",26,46,67,160,"2"
"Vegetables","Estonia",74,160,"A",26,46,67,160,"4"
"Vegetables","Ethiopia",17,160,"A",26,46,67,160,"1"
"Vegetables","Ethiopia PDR",0,160,"A",26,46,67,160,"1"
"Vegetables","Europe",67,160,"A",26,46,67,160,"1"
"Vegetables","European Union",65,160,"A",26,46,67,160,"3"
"Vegetables","Fiji",33,160,"A",26,46,67,160,"2"
"Vegetables","Finland",51,160,"A",26,46,67,160,"3"
"Vegetables","France",60,160,"A",26,46,67,160,"3"
"Vegetables","French Polynesia",42,160,"A",26,46,67,160,"2"
"Vegetables","Gabon",26,160,"A",26,46,67,160,"1"
"Vegetables","Gambia",8,160,"A",26,46,67,160,"1"
"Vegetables","Georgia",30,160,"A",26,46,67,160,"2"
"Vegetables","Germany",57,160,"A",26,46,67,160,"3"
"Vegetables","Ghana",15,160,"A",26,46,67,160,"1"
"Vegetables","Greece",94,160,"A",26,46,67,160,"4"
"Vegetables","Grenada",28,160,"A",26,46,67,160,"2"
"Vegetables","Guatemala",33,160,"A",26,46,67,160,"2"
"Vegetables","Guinea",85,160,"A",26,46,67,160,"4"
"Vegetables","Guinea-Bissau",12,160,"A",26,46,67,160,"1"
"Vegetables","Guyana",66,160,"A",26,46,67,160,"3"
"Vegetables","Haiti",14,160,"A",26,46,67,160,"1"
"Vegetables","Honduras",21,160,"A",26,46,67,160,"1"
"Vegetables","Hungary",54,160,"A",26,46,67,160,"3"
"Vegetables","Iceland",47,160,"A",26,46,67,160,"3"
"Vegetables","India",55,160,"A",26,46,67,160,"3"
"Vegetables","Indonesia",35,160,"A",26,46,67,160,"2"
"Vegetables","Iran (Islamic Republic of)",120,160,"A",26,46,67,160,"4"
"Vegetables","Iraq",55,160,"A",26,46,67,160,"3"
"Vegetables","Ireland",79,160,"A",26,46,67,160,"4"
"Vegetables","Israel",104,160,"A",26,46,67,160,"4"
"Vegetables","Italy",72,160,"A",26,46,67,160,"4"
"Vegetables","Jamaica",60,160,"A",26,46,67,160,"3"
"Vegetables","Japan",69,160,"A",26,46,67,160,"4"
"Vegetables","Jordan",62,160,"A",26,46,67,160,"3"
"Vegetables","Kazakhstan",96,160,"A",26,46,67,160,"4"
"Vegetables","Kenya",25,160,"A",26,46,67,160,"1"
"Vegetables","Kiribati",36,160,"A",26,46,67,160,"2"
"Vegetables","Kuwait",124,160,"A",26,46,67,160,"4"
"Vegetables","Kyrgyzstan",95,160,"A",26,46,67,160,"4"
"Vegetables","Land Locked Developing Countries",42,160,"A",26,46,67,160,"2"
"Vegetables","Lao People's Democratic Republic",124,160,"A",26,46,67,160,"4"
"Vegetables","Latvia",73,160,"A",26,46,67,160,"4"
"Vegetables","Least Developed Countries",29,160,"A",26,46,67,160,"2"
"Vegetables","Lebanon",87,160,"A",26,46,67,160,"4"
"Vegetables","Lesotho",10,160,"A",26,46,67,160,"1"
"Vegetables","Liberia",20,160,"A",26,46,67,160,"1"
"Vegetables","Lithuania",67,160,"A",26,46,67,160,"1"
"Vegetables","Low Income Food Deficit Countries",44,160,"A",26,46,67,160,"2"
"Vegetables","Luxembourg",75,160,"A",26,46,67,160,"4"
"Vegetables","Madagascar",10,160,"A",26,46,67,160,"1"
"Vegetables","Malawi",12,160,"A",26,46,67,160,"1"
"Vegetables","Malaysia",53,160,"A",26,46,67,160,"3"
"Vegetables","Maldives",66,160,"A",26,46,67,160,"3"
"Vegetables","Mali",29,160,"A",26,46,67,160,"2"
"Vegetables","Malta",115,160,"A",26,46,67,160,"4"
"Vegetables","Mauritania",22,160,"A",26,46,67,160,"1"
"Vegetables","Mauritius",45,160,"A",26,46,67,160,"2"
"Vegetables","Melanesia",29,160,"A",26,46,67,160,"2"
"Vegetables","Mexico",33,160,"A",26,46,67,160,"2"
"Vegetables","Micronesia",36,160,"A",26,46,67,160,"2"
"Vegetables","Middle Africa",31,160,"A",26,46,67,160,"2"
"Vegetables","Mongolia",37,160,"A",26,46,67,160,"2"
"Vegetables","Montenegro",120,160,"A",26,46,67,160,"4"
"Vegetables","Morocco",81,160,"A",26,46,67,160,"4"
"Vegetables","Mozambique",7,160,"A",26,46,67,160,"1"
"Vegetables","Myanmar",67,160,"A",26,46,67,160,"1"
"Vegetables","Namibia",23,160,"A",26,46,67,160,"1"
"Vegetables","Nepal",74,160,"A",26,46,67,160,"4"
"Vegetables","Net Food Importing Developing Countries",34,160,"A",26,46,67,160,"2"
"Vegetables","Netherlands",61,160,"A",26,46,67,160,"3"
"Vegetables","Netherlands Antilles (former)",0,160,"A",26,46,67,160,"1"
"Vegetables","New Caledonia",52,160,"A",26,46,67,160,"3"
"Vegetables","New Zealand",83,160,"A",26,46,67,160,"4"
"Vegetables","Nicaragua",9,160,"A",26,46,67,160,"1"
"Vegetables","Niger",37,160,"A",26,46,67,160,"2"
"Vegetables","Nigeria",39,160,"A",26,46,67,160,"2"
"Vegetables","Northern Africa",83,160,"A",26,46,67,160,"4"
"Vegetables","Northern America",53,160,"A",26,46,67,160,"3"
"Vegetables","Northern Europe",60,160,"A",26,46,67,160,"3"
"Vegetables","Norway",48,160,"A",26,46,67,160,"3"
"Vegetables","Oceania",61,160,"A",26,46,67,160,"3"
"Vegetables","Oman",63,160,"A",26,46,67,160,"3"
"Vegetables","Pakistan",19,160,"A",26,46,67,160,"1"
"Vegetables","Panama",22,160,"A",26,46,67,160,"1"
"Vegetables","Paraguay",21,160,"A",26,46,67,160,"1"
"Vegetables","Peru",58,160,"A",26,46,67,160,"3"
"Vegetables","Philippines",47,160,"A",26,46,67,160,"3"
"Vegetables","Poland",55,160,"A",26,46,67,160,"3"
"Vegetables","Polynesia",32,160,"A",26,46,67,160,"2"
"Vegetables","Portugal",90,160,"A",26,46,67,160,"4"
"Vegetables","Republic of Korea",188,160,"A",26,46,67,160,"5"
"Vegetables","Republic of Moldova",61,160,"A",26,46,67,160,"3"
"Vegetables","Romania",97,160,"A",26,46,67,160,"4"
"Vegetables","Russian Federation",64,160,"A",26,46,67,160,"3"
"Vegetables","Rwanda",26,160,"A",26,46,67,160,"1"
"Vegetables","Saint Kitts and Nevis",16,160,"A",26,46,67,160,"1"
"Vegetables","Saint Lucia",23,160,"A",26,46,67,160,"1"
"Vegetables","Saint Vincent and the Grenadines",35,160,"A",26,46,67,160,"2"
"Vegetables","Samoa",19,160,"A",26,46,67,160,"1"
"Vegetables","Sao Tome and Principe",8,160,"A",26,46,67,160,"1"
"Vegetables","Saudi Arabia",60,160,"A",26,46,67,160,"3"
"Vegetables","Senegal",39,160,"A",26,46,67,160,"2"
"Vegetables","Serbia",59,160,"A",26,46,67,160,"3"
"Vegetables","Serbia and Montenegro",0,160,"A",26,46,67,160,"1"
"Vegetables","Sierra Leone",33,160,"A",26,46,67,160,"2"
"Vegetables","Slovakia",39,160,"A",26,46,67,160,"2"
"Vegetables","Slovenia",52,160,"A",26,46,67,160,"3"
"Vegetables","Small Island Developing States",35,160,"A",26,46,67,160,"2"
"Vegetables","Solomon Islands",8,160,"A",26,46,67,160,"1"
"Vegetables","South Africa",32,160,"A",26,46,67,160,"2"
"Vegetables","South America",31,160,"A",26,46,67,160,"2"
"Vegetables","South-Eastern Asia",50,160,"A",26,46,67,160,"3"
"Vegetables","Southern Africa",30,160,"A",26,46,67,160,"2"
"Vegetables","Southern Asia",51,160,"A",26,46,67,160,"3"
"Vegetables","Southern Europe",74,160,"A",26,46,67,160,"4"
"Vegetables","Spain",63,160,"A",26,46,67,160,"3"
"Vegetables","Sri Lanka",42,160,"A",26,46,67,160,"2"
"Vegetables","Sudan",61,160,"A",26,46,67,160,"3"
"Vegetables","Sudan (former)",0,160,"A",26,46,67,160,"1"
"Vegetables","Suriname",51,160,"A",26,46,67,160,"3"
"Vegetables","Swaziland",14,160,"A",26,46,67,160,"1"
"Vegetables","Sweden",55,160,"A",26,46,67,160,"3"
"Vegetables","Switzerland",59,160,"A",26,46,67,160,"3"
"Vegetables","Tajikistan",92,160,"A",26,46,67,160,"4"
"Vegetables","Thailand",37,160,"A",26,46,67,160,"2"
"Vegetables","The former Yugoslav Republic of Macedonia",109,160,"A",26,46,67,160,"4"
"Vegetables","Timor-Leste",23,160,"A",26,46,67,160,"1"
"Vegetables","Togo",15,160,"A",26,46,67,160,"1"
"Vegetables","Trinidad and Tobago",27,160,"A",26,46,67,160,"2"
"Vegetables","Tunisia",119,160,"A",26,46,67,160,"4"
"Vegetables","Turkey",92,160,"A",26,46,67,160,"4"
"Vegetables","Turkmenistan",60,160,"A",26,46,67,160,"3"
"Vegetables","Uganda",18,160,"A",26,46,67,160,"1"
"Vegetables","Ukraine",90,160,"A",26,46,67,160,"4"
"Vegetables","United Arab Emirates",58,160,"A",26,46,67,160,"3"
"Vegetables","United Kingdom",60,160,"A",26,46,67,160,"3"
"Vegetables","United Republic of Tanzania",25,160,"A",26,46,67,160,"1"
"Vegetables","United States of America",51,160,"A",26,46,67,160,"3"
"Vegetables","Uruguay",37,160,"A",26,46,67,160,"2"
"Vegetables","USSR",0,160,"A",26,46,67,160,"1"
"Vegetables","Uzbekistan",163,160,"A",26,46,67,160,"5"
"Vegetables","Vanuatu",32,160,"A",26,46,67,160,"2"
"Vegetables","Venezuela (Bolivarian Republic of)",27,160,"A",26,46,67,160,"2"
"Vegetables","Viet Nam",95,160,"A",26,46,67,160,"4"
"Vegetables","Western Africa",35,160,"A",26,46,67,160,"2"
"Vegetables","Western Asia",70,160,"A",26,46,67,160,"4"
"Vegetables","Western Europe",62,160,"A",26,46,67,160,"3"
"Vegetables","World",87,160,"A",26,46,67,160,"4"
"Vegetables","Yemen",15,160,"A",26,46,67,160,"1"
"Vegetables","Yugoslav SFR",0,160,"A",26,46,67,160,"1"
"Vegetables","Zambia",18,160,"A",26,46,67,160,"1"
"Vegetables","Zimbabwe",11,160,"A",26,46,67,160,"1"
