"Group","Area","M664","Reference","Type","G1","G2","G3","G4","category"
"Miscellaneous","Dominican Republic",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Eastern Africa",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Eastern Asia",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Eastern Europe",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Ecuador",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Egypt",5,0,"B",9,3,2,0,"2"
"Miscellaneous","El Salvador",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Estonia",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Ethiopia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Ethiopia PDR",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Europe",3,0,"B",9,3,2,0,"1"
"Miscellaneous","European Union",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Fiji",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Finland",16,0,"B",9,3,2,0,"1"
"Miscellaneous","France",3,0,"B",9,3,2,0,"1"
"Miscellaneous","French Polynesia",29,0,"B",9,3,2,0,"1"
"Miscellaneous","Gabon",8,0,"B",9,3,2,0,"2"
"Miscellaneous","Gambia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Georgia",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Germany",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Ghana",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Greece",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Grenada",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Guatemala",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Guinea",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Guinea-Bissau",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Guyana",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Haiti",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Honduras",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Hungary",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Iceland",25,0,"B",9,3,2,0,"1"
"Miscellaneous","India",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Indonesia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Iran (Islamic Republic of)",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Iraq",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Ireland",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Israel",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Italy",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Jamaica",6,0,"B",9,3,2,0,"2"
"Miscellaneous","Japan",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Jordan",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Kazakhstan",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Kenya",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Kiribati",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Kuwait",15,0,"B",9,3,2,0,"1"
"Miscellaneous","Kyrgyzstan",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Land Locked Developing Countries",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Lao People's Democratic Republic",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Latvia",9,0,"B",9,3,2,0,"1"
"Miscellaneous","Least Developed Countries",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Lebanon",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Lesotho",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Liberia",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Lithuania",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Low Income Food Deficit Countries",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Luxembourg",10,0,"B",9,3,2,0,"1"
"Miscellaneous","Madagascar",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Malawi",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Malaysia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Maldives",16,0,"B",9,3,2,0,"1"
"Miscellaneous","Mali",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Malta",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Mauritania",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Mauritius",6,0,"B",9,3,2,0,"2"
"Miscellaneous","Melanesia",6,0,"B",9,3,2,0,"2"
"Miscellaneous","Mexico",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Micronesia",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Middle Africa",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Mongolia",9,0,"B",9,3,2,0,"1"
"Miscellaneous","Montenegro",15,0,"B",9,3,2,0,"1"
"Miscellaneous","Morocco",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Mozambique",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Myanmar",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Namibia",9,0,"B",9,3,2,0,"1"
"Miscellaneous","Nepal",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Net Food Importing Developing Countries",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Netherlands",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Netherlands Antilles (former)",0,0,"B",9,3,2,0,"5"
"Miscellaneous","New Caledonia",24,0,"B",9,3,2,0,"1"
"Miscellaneous","New Zealand",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Nicaragua",6,0,"B",9,3,2,0,"2"
"Miscellaneous","Niger",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Nigeria",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Northern Africa",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Northern America",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Northern Europe",16,0,"B",9,3,2,0,"1"
"Miscellaneous","Norway",98,0,"B",9,3,2,0,"1"
"Miscellaneous","Oceania",11,0,"B",9,3,2,0,"1"
"Miscellaneous","Oman",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Pakistan",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Panama",11,0,"B",9,3,2,0,"1"
"Miscellaneous","Paraguay",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Peru",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Philippines",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Poland",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Polynesia",21,0,"B",9,3,2,0,"1"
"Miscellaneous","Portugal",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Republic of Korea",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Republic of Moldova",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Romania",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Russian Federation",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Rwanda",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Saint Kitts and Nevis",16,0,"B",9,3,2,0,"1"
"Miscellaneous","Saint Lucia",21,0,"B",9,3,2,0,"1"
"Miscellaneous","Saint Vincent and the Grenadines",21,0,"B",9,3,2,0,"1"
"Miscellaneous","Samoa",10,0,"B",9,3,2,0,"1"
"Miscellaneous","Sao Tome and Principe",10,0,"B",9,3,2,0,"1"
"Miscellaneous","Saudi Arabia",15,0,"B",9,3,2,0,"1"
"Miscellaneous","Senegal",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Serbia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Serbia and Montenegro",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Sierra Leone",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Slovakia",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Slovenia",12,0,"B",9,3,2,0,"1"
"Miscellaneous","Small Island Developing States",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Solomon Islands",3,0,"B",9,3,2,0,"1"
"Miscellaneous","South Africa",0,0,"B",9,3,2,0,"5"
"Miscellaneous","South America",0,0,"B",9,3,2,0,"5"
"Miscellaneous","South-Eastern Asia",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Southern Africa",2,0,"B",9,3,2,0,"1"
"Miscellaneous","Southern Asia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Southern Europe",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Spain",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Sri Lanka",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Sudan",7,0,"B",9,3,2,0,"2"
"Miscellaneous","Sudan (former)",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Suriname",21,0,"B",9,3,2,0,"1"
"Miscellaneous","Swaziland",5,0,"B",9,3,2,0,"2"
"Miscellaneous","Sweden",9,0,"B",9,3,2,0,"1"
"Miscellaneous","Switzerland",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Thailand",0,0,"B",9,3,2,0,"5"
"Miscellaneous","The former Yugoslav Republic of Macedonia",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Timor-Leste",10,0,"B",9,3,2,0,"1"
"Miscellaneous","Togo",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Trinidad and Tobago",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Tunisia",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Turkey",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Uganda",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Ukraine",0,0,"B",9,3,2,0,"5"
"Miscellaneous","United Arab Emirates",6,0,"B",9,3,2,0,"2"
"Miscellaneous","United Kingdom",14,0,"B",9,3,2,0,"1"
"Miscellaneous","United Republic of Tanzania",0,0,"B",9,3,2,0,"5"
"Miscellaneous","United States of America",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Uruguay",6,0,"B",9,3,2,0,"2"
"Miscellaneous","Uzbekistan",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Vanuatu",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Venezuela (Bolivarian Republic of)",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Western Africa",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Western Asia",4,0,"B",9,3,2,0,"2"
"Miscellaneous","Western Europe",1,0,"B",9,3,2,0,"4"
"Miscellaneous","World",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Yemen",3,0,"B",9,3,2,0,"1"
"Miscellaneous","Yugoslav SFR",0,0,"B",9,3,2,0,"5"
"Miscellaneous","Zambia",1,0,"B",9,3,2,0,"4"
"Miscellaneous","Zimbabwe",2,0,"B",9,3,2,0,"1"
"Spices","Afghanistan",6,0,"B",40,22,11,0,"4"
"Spices","Africa",13,0,"B",40,22,11,0,"3"
"Spices","Albania",16,0,"B",40,22,11,0,"3"
"Spices","Algeria",21,0,"B",40,22,11,0,"3"
"Spices","Americas",20,0,"B",40,22,11,0,"3"
"Spices","Angola",4,0,"B",40,22,11,0,"4"
"Spices","Antigua and Barbuda",38,0,"B",40,22,11,0,"2"
"Spices","Argentina",15,0,"B",40,22,11,0,"3"
"Spices","Armenia",42,0,"B",40,22,11,0,"1"
"Spices","Asia",16,0,"B",40,22,11,0,"3"
"Spices","Australia",28,0,"B",40,22,11,0,"2"
"Spices","Australia & New Zealand",25,0,"B",40,22,11,0,"2"
"Spices","Austria",31,0,"B",40,22,11,0,"2"
"Spices","Azerbaijan",26,0,"B",40,22,11,0,"2"
"Spices","Bahamas",59,0,"B",40,22,11,0,"1"
"Spices","Bangladesh",24,0,"B",40,22,11,0,"2"
"Spices","Barbados",31,0,"B",40,22,11,0,"2"
"Spices","Belarus",35,0,"B",40,22,11,0,"2"
"Spices","Belgium",22,0,"B",40,22,11,0,"1"
"Spices","Belgium-Luxembourg",0,0,"B",40,22,11,0,"5"
"Spices","Belize",26,0,"B",40,22,11,0,"2"
"Spices","Benin",58,0,"B",40,22,11,0,"1"
"Spices","Bermuda",106,0,"B",40,22,11,0,"1"
"Spices","Bolivia (Plurinational State of)",15,0,"B",40,22,11,0,"3"
"Spices","Bosnia and Herzegovina",113,0,"B",40,22,11,0,"1"
"Spices","Botswana",30,0,"B",40,22,11,0,"2"
"Spices","Brazil",10,0,"B",40,22,11,0,"4"
"Spices","Brunei Darussalam",75,0,"B",40,22,11,0,"1"
"Spices","Bulgaria",20,0,"B",40,22,11,0,"3"
"Spices","Burkina Faso",3,0,"B",40,22,11,0,"4"
"Spices","Cabo Verde",35,0,"B",40,22,11,0,"2"
"Spices","Cambodia",8,0,"B",40,22,11,0,"4"
"Spices","Cameroon",26,0,"B",40,22,11,0,"2"
"Spices","Canada",27,0,"B",40,22,11,0,"2"
"Spices","Caribbean",13,0,"B",40,22,11,0,"3"
"Spices","Central African Republic",2,0,"B",40,22,11,0,"4"
"Spices","Central America",12,0,"B",40,22,11,0,"3"
"Spices","Central Asia",22,0,"B",40,22,11,0,"1"
"Spices","Chad",0,0,"B",40,22,11,0,"5"
"Spices","Chile",12,0,"B",40,22,11,0,"3"
"Spices","China",4,0,"B",40,22,11,0,"4"
"Spices","China, Hong Kong SAR",41,0,"B",40,22,11,0,"1"
"Spices","China, Macao SAR",53,0,"B",40,22,11,0,"1"
"Spices","China, mainland",3,0,"B",40,22,11,0,"4"
"Spices","China, Taiwan Province of",34,0,"B",40,22,11,0,"2"
"Spices","Colombia",12,0,"B",40,22,11,0,"3"
"Spices","Congo",3,0,"B",40,22,11,0,"4"
"Spices","Costa Rica",16,0,"B",40,22,11,0,"3"
"Spices","Côte d'Ivoire",69,0,"B",40,22,11,0,"1"
"Spices","Croatia",86,0,"B",40,22,11,0,"1"
"Spices","Cuba",5,0,"B",40,22,11,0,"4"
"Spices","Cyprus",60,0,"B",40,22,11,0,"1"
"Spices","Czechia",42,0,"B",40,22,11,0,"1"
"Spices","Czechoslovakia",0,0,"B",40,22,11,0,"5"
"Spices","Democratic People's Republic of Korea",0,0,"B",40,22,11,0,"5"
"Spices","Denmark",79,0,"B",40,22,11,0,"1"
"Spices","Djibouti",26,0,"B",40,22,11,0,"2"
"Spices","Dominica",86,0,"B",40,22,11,0,"1"
"Spices","Dominican Republic",9,0,"B",40,22,11,0,"4"
"Spices","Eastern Africa",5,0,"B",40,22,11,0,"4"
"Spices","Eastern Asia",7,0,"B",40,22,11,0,"4"
"Spices","Eastern Europe",19,0,"B",40,22,11,0,"3"
"Spices","Ecuador",8,0,"B",40,22,11,0,"4"
"Spices","Egypt",16,0,"B",40,22,11,0,"3"
"Spices","El Salvador",8,0,"B",40,22,11,0,"4"
"Spices","Estonia",89,0,"B",40,22,11,0,"1"
"Spices","Ethiopia",13,0,"B",40,22,11,0,"3"
"Spices","Ethiopia PDR",0,0,"B",40,22,11,0,"5"
"Spices","Europe",30,0,"B",40,22,11,0,"2"
"Spices","European Union",34,0,"B",40,22,11,0,"2"
"Spices","Fiji",17,0,"B",40,22,11,0,"3"
"Spices","Finland",47,0,"B",40,22,11,0,"1"
"Spices","France",35,0,"B",40,22,11,0,"2"
"Spices","French Polynesia",37,0,"B",40,22,11,0,"2"
"Spices","Gabon",5,0,"B",40,22,11,0,"4"
"Spices","Gambia",4,0,"B",40,22,11,0,"4"
"Spices","Georgia",50,0,"B",40,22,11,0,"1"
"Spices","Germany",32,0,"B",40,22,11,0,"2"
"Spices","Ghana",51,0,"B",40,22,11,0,"1"
"Spices","Greece",37,0,"B",40,22,11,0,"2"
"Spices","Grenada",56,0,"B",40,22,11,0,"1"
"Spices","Guatemala",11,0,"B",40,22,11,0,"1"
"Spices","Guinea",4,0,"B",40,22,11,0,"4"
"Spices","Guinea-Bissau",2,0,"B",40,22,11,0,"4"
"Spices","Guyana",54,0,"B",40,22,11,0,"1"
"Spices","Haiti",3,0,"B",40,22,11,0,"4"
"Spices","Honduras",10,0,"B",40,22,11,0,"4"
"Spices","Hungary",32,0,"B",40,22,11,0,"2"
"Spices","Iceland",77,0,"B",40,22,11,0,"1"
"Spices","India",23,0,"B",40,22,11,0,"2"
"Spices","Indonesia",18,0,"B",40,22,11,0,"3"
"Spices","Iran (Islamic Republic of)",11,0,"B",40,22,11,0,"1"
"Spices","Iraq",15,0,"B",40,22,11,0,"3"
"Spices","Ireland",38,0,"B",40,22,11,0,"2"
"Spices","Israel",41,0,"B",40,22,11,0,"1"
"Spices","Italy",12,0,"B",40,22,11,0,"3"
"Spices","Jamaica",70,0,"B",40,22,11,0,"1"
"Spices","Japan",34,0,"B",40,22,11,0,"2"
"Spices","Jordan",30,0,"B",40,22,11,0,"2"
"Spices","Kazakhstan",44,0,"B",40,22,11,0,"1"
"Spices","Kenya",3,0,"B",40,22,11,0,"4"
"Spices","Kiribati",2,0,"B",40,22,11,0,"4"
"Spices","Kuwait",104,0,"B",40,22,11,0,"1"
"Spices","Kyrgyzstan",37,0,"B",40,22,11,0,"2"
"Spices","Land Locked Developing Countries",14,0,"B",40,22,11,0,"3"
"Spices","Lao People's Democratic Republic",40,0,"B",40,22,11,0,"1"
"Spices","Latvia",60,0,"B",40,22,11,0,"1"
"Spices","Least Developed Countries",14,0,"B",40,22,11,0,"3"
"Spices","Lebanon",43,0,"B",40,22,11,0,"1"
"Spices","Lesotho",8,0,"B",40,22,11,0,"4"
"Spices","Liberia",7,0,"B",40,22,11,0,"4"
"Spices","Lithuania",18,0,"B",40,22,11,0,"3"
"Spices","Low Income Food Deficit Countries",19,0,"B",40,22,11,0,"3"
"Spices","Luxembourg",155,0,"B",40,22,11,0,"1"
"Spices","Madagascar",11,0,"B",40,22,11,0,"1"
"Spices","Malawi",2,0,"B",40,22,11,0,"4"
"Spices","Malaysia",47,0,"B",40,22,11,0,"1"
"Spices","Maldives",69,0,"B",40,22,11,0,"1"
"Spices","Mali",3,0,"B",40,22,11,0,"4"
"Spices","Malta",82,0,"B",40,22,11,0,"1"
"Spices","Mauritania",6,0,"B",40,22,11,0,"4"
"Spices","Mauritius",44,0,"B",40,22,11,0,"1"
"Spices","Melanesia",18,0,"B",40,22,11,0,"3"
"Spices","Mexico",12,0,"B",40,22,11,0,"3"
"Spices","Micronesia",2,0,"B",40,22,11,0,"4"
"Spices","Middle Africa",11,0,"B",40,22,11,0,"1"
"Spices","Mongolia",34,0,"B",40,22,11,0,"2"
"Spices","Montenegro",111,0,"B",40,22,11,0,"1"
"Spices","Morocco",24,0,"B",40,22,11,0,"2"
"Spices","Mozambique",2,0,"B",40,22,11,0,"4"
"Spices","Myanmar",21,0,"B",40,22,11,0,"3"
"Spices","Namibia",23,0,"B",40,22,11,0,"2"
"Spices","Nepal",40,0,"B",40,22,11,0,"1"
"Spices","Net Food Importing Developing Countries",16,0,"B",40,22,11,0,"3"
"Spices","Netherlands",18,0,"B",40,22,11,0,"3"
"Spices","Netherlands Antilles (former)",0,0,"B",40,22,11,0,"5"
"Spices","New Caledonia",47,0,"B",40,22,11,0,"1"
"Spices","New Zealand",14,0,"B",40,22,11,0,"3"
"Spices","Nicaragua",6,0,"B",40,22,11,0,"4"
"Spices","Niger",4,0,"B",40,22,11,0,"4"
"Spices","Nigeria",12,0,"B",40,22,11,0,"3"
"Spices","Northern Africa",18,0,"B",40,22,11,0,"3"
"Spices","Northern America",29,0,"B",40,22,11,0,"2"
"Spices","Northern Europe",54,0,"B",40,22,11,0,"1"
"Spices","Norway",72,0,"B",40,22,11,0,"1"
"Spices","Oceania",25,0,"B",40,22,11,0,"2"
"Spices","Oman",65,0,"B",40,22,11,0,"1"
"Spices","Pakistan",13,0,"B",40,22,11,0,"3"
"Spices","Panama",18,0,"B",40,22,11,0,"3"
"Spices","Paraguay",25,0,"B",40,22,11,0,"2"
"Spices","Peru",43,0,"B",40,22,11,0,"1"
"Spices","Philippines",9,0,"B",40,22,11,0,"4"
"Spices","Poland",6,0,"B",40,22,11,0,"4"
"Spices","Polynesia",33,0,"B",40,22,11,0,"2"
"Spices","Portugal",52,0,"B",40,22,11,0,"1"
"Spices","Republic of Korea",10,0,"B",40,22,11,0,"4"
"Spices","Republic of Moldova",21,0,"B",40,22,11,0,"3"
"Spices","Romania",46,0,"B",40,22,11,0,"1"
"Spices","Russian Federation",15,0,"B",40,22,11,0,"3"
"Spices","Rwanda",2,0,"B",40,22,11,0,"4"
"Spices","Saint Kitts and Nevis",15,0,"B",40,22,11,0,"3"
"Spices","Saint Lucia",34,0,"B",40,22,11,0,"2"
"Spices","Saint Vincent and the Grenadines",72,0,"B",40,22,11,0,"1"
"Spices","Samoa",24,0,"B",40,22,11,0,"2"
"Spices","Sao Tome and Principe",5,0,"B",40,22,11,0,"4"
"Spices","Saudi Arabia",71,0,"B",40,22,11,0,"1"
"Spices","Senegal",7,0,"B",40,22,11,0,"4"
"Spices","Serbia",40,0,"B",40,22,11,0,"1"
"Spices","Serbia and Montenegro",0,0,"B",40,22,11,0,"5"
"Spices","Sierra Leone",14,0,"B",40,22,11,0,"3"
"Spices","Slovakia",41,0,"B",40,22,11,0,"1"
"Spices","Slovenia",82,0,"B",40,22,11,0,"1"
"Spices","Small Island Developing States",15,0,"B",40,22,11,0,"3"
"Spices","Solomon Islands",9,0,"B",40,22,11,0,"4"
"Spices","South Africa",12,0,"B",40,22,11,0,"3"
"Spices","South America",14,0,"B",40,22,11,0,"3"
"Spices","South-Eastern Asia",21,0,"B",40,22,11,0,"3"
"Spices","Southern Africa",12,0,"B",40,22,11,0,"3"
"Spices","Southern Asia",22,0,"B",40,22,11,0,"1"
"Spices","Southern Europe",29,0,"B",40,22,11,0,"2"
"Spices","Spain",29,0,"B",40,22,11,0,"2"
"Spices","Sri Lanka",42,0,"B",40,22,11,0,"1"
"Spices","Sudan",6,0,"B",40,22,11,0,"4"
"Spices","Sudan (former)",0,0,"B",40,22,11,0,"5"
"Spices","Suriname",23,0,"B",40,22,11,0,"2"
"Spices","Swaziland",3,0,"B",40,22,11,0,"4"
"Spices","Sweden",30,0,"B",40,22,11,0,"2"
"Spices","Switzerland",21,0,"B",40,22,11,0,"3"
"Spices","Tajikistan",26,0,"B",40,22,11,0,"2"
"Spices","Thailand",44,0,"B",40,22,11,0,"1"
"Spices","The former Yugoslav Republic of Macedonia",67,0,"B",40,22,11,0,"1"
"Spices","Timor-Leste",14,0,"B",40,22,11,0,"3"
"Spices","Togo",9,0,"B",40,22,11,0,"4"
"Spices","Trinidad and Tobago",42,0,"B",40,22,11,0,"1"
"Spices","Tunisia",27,0,"B",40,22,11,0,"2"
"Spices","Turkey",23,0,"B",40,22,11,0,"2"
"Spices","Turkmenistan",31,0,"B",40,22,11,0,"2"
"Spices","Uganda",1,0,"B",40,22,11,0,"4"
"Spices","Ukraine",10,0,"B",40,22,11,0,"4"
"Spices","United Arab Emirates",51,0,"B",40,22,11,0,"1"
"Spices","United Kingdom",57,0,"B",40,22,11,0,"1"
"Spices","United Republic of Tanzania",1,0,"B",40,22,11,0,"4"
"Spices","United States of America",29,0,"B",40,22,11,0,"2"
"Spices","Uruguay",27,0,"B",40,22,11,0,"2"
"Spices","USSR",0,0,"B",40,22,11,0,"5"
"Spices","Uzbekistan",6,0,"B",40,22,11,0,"4"
"Spices","Vanuatu",14,0,"B",40,22,11,0,"3"
"Spices","Venezuela (Bolivarian Republic of)",9,0,"B",40,22,11,0,"4"
"Spices","Viet Nam",20,0,"B",40,22,11,0,"3"
"Spices","Western Africa",17,0,"B",40,22,11,0,"3"
"Spices","Western Asia",33,0,"B",40,22,11,0,"2"
"Spices","Western Europe",30,0,"B",40,22,11,0,"2"
"Spices","World",18,0,"B",40,22,11,0,"3"
"Spices","Yemen",14,0,"B",40,22,11,0,"3"
"Spices","Yugoslav SFR",0,0,"B",40,22,11,0,"5"
"Spices","Zambia",3,0,"B",40,22,11,0,"4"
"Spices","Zimbabwe",10,0,"B",40,22,11,0,"4"
"Sugars","Afghanistan",87,0,"B",394,297,174,0,"4"
"Sugars","Africa",166,0,"B",394,297,174,0,"4"
"Sugars","Albania",197,0,"B",394,297,174,0,"3"
"Sugars","Algeria",265,0,"B",394,297,174,0,"3"
"Sugars","Americas",483,0,"B",394,297,174,0,"1"
"Sugars","Angola",146,0,"B",394,297,174,0,"4"
"Sugars","Antigua and Barbuda",302,0,"B",394,297,174,0,"2"
"Sugars","Argentina",469,0,"B",394,297,174,0,"1"
"Sugars","Armenia",326,0,"B",394,297,174,0,"2"
"Sugars","Asia",173,0,"B",394,297,174,0,"4"
"Sugars","Australia",385,0,"B",394,297,174,0,"2"
"Sugars","Australia & New Zealand",415,0,"B",394,297,174,0,"1"
"Sugars","Austria",436,0,"B",394,297,174,0,"1"
"Sugars","Azerbaijan",184,0,"B",394,297,174,0,"3"
"Sugars","Bahamas",353,0,"B",394,297,174,0,"2"
"Sugars","Bangladesh",77,0,"B",394,297,174,0,"4"
"Sugars","Barbados",557,0,"B",394,297,174,0,"1"
"Sugars","Belarus",307,0,"B",394,297,174,0,"2"
"Sugars","Belgium",496,0,"B",394,297,174,0,"1"
"Sugars","Belgium-Luxembourg",0,0,"B",394,297,174,0,"5"
"Sugars","Belize",411,0,"B",394,297,174,0,"1"
"Sugars","Benin",78,0,"B",394,297,174,0,"4"
"Sugars","Bermuda",342,0,"B",394,297,174,0,"2"
"Sugars","Bolivia (Plurinational State of)",270,0,"B",394,297,174,0,"3"
"Sugars","Bosnia and Herzegovina",178,0,"B",394,297,174,0,"3"
"Sugars","Botswana",284,0,"B",394,297,174,0,"3"
"Sugars","Brazil",430,0,"B",394,297,174,0,"1"
"Sugars","Brunei Darussalam",382,0,"B",394,297,174,0,"2"
"Sugars","Bulgaria",271,0,"B",394,297,174,0,"3"
"Sugars","Burkina Faso",72,0,"B",394,297,174,0,"4"
"Sugars","Cabo Verde",185,0,"B",394,297,174,0,"3"
"Sugars","Cambodia",187,0,"B",394,297,174,0,"3"
"Sugars","Cameroon",103,0,"B",394,297,174,0,"4"
"Sugars","Canada",435,0,"B",394,297,174,0,"1"
"Sugars","Caribbean",367,0,"B",394,297,174,0,"2"
"Sugars","Central African Republic",76,0,"B",394,297,174,0,"4"
"Sugars","Central America",452,0,"B",394,297,174,0,"1"
"Sugars","Central Asia",171,0,"B",394,297,174,0,"4"
"Sugars","Chad",104,0,"B",394,297,174,0,"4"
"Sugars","Chile",457,0,"B",394,297,174,0,"1"
"Sugars","China",71,0,"B",394,297,174,0,"4"
"Sugars","China, Hong Kong SAR",300,0,"B",394,297,174,0,"2"
"Sugars","China, Macao SAR",271,0,"B",394,297,174,0,"3"
"Sugars","China, mainland",67,0,"B",394,297,174,0,"4"
"Sugars","China, Taiwan Province of",285,0,"B",394,297,174,0,"3"
"Sugars","Colombia",566,0,"B",394,297,174,0,"1"
"Sugars","Congo",172,0,"B",394,297,174,0,"4"
"Sugars","Costa Rica",510,0,"B",394,297,174,0,"1"
"Sugars","Côte d'Ivoire",103,0,"B",394,297,174,0,"4"
"Sugars","Croatia",401,0,"B",394,297,174,0,"1"
"Sugars","Cuba",519,0,"B",394,297,174,0,"1"
"Sugars","Cyprus",312,0,"B",394,297,174,0,"2"
"Sugars","Czechia",390,0,"B",394,297,174,0,"2"
"Sugars","Czechoslovakia",0,0,"B",394,297,174,0,"5"
"Sugars","Democratic People's Republic of Korea",38,0,"B",394,297,174,0,"4"
"Sugars","Denmark",483,0,"B",394,297,174,0,"1"
"Sugars","Djibouti",330,0,"B",394,297,174,0,"2"
"Sugars","Dominica",405,0,"B",394,297,174,0,"1"
"Sugars","Dominican Republic",333,0,"B",394,297,174,0,"2"
"Sugars","Eastern Africa",108,0,"B",394,297,174,0,"4"
"Sugars","Eastern Asia",94,0,"B",394,297,174,0,"4"
"Sugars","Eastern Europe",406,0,"B",394,297,174,0,"1"
