area,food_group,ssr_645,ssr_664
Morocco,Dairy,138.780387,65.87647059
Morocco,Fats & Oils,14.6009304,125.3782813
Morocco,Fruits,367.1956649,160.7066798
Morocco,Grains (Starchy staples),552.3455593,1367.80007
Morocco,"Legumes, Nuts & Seeds",28.13515218,88.29738658
Morocco,Meats,208.3964523,257.2352542
Morocco,Miscellaneous,,
Morocco,Spices,4.790718619,7.854956085
Morocco,Sugars,85.69399052,302.8876775
Morocco,Vegetables,333.795103,90.45124109
Mozambique,Alcohol,17.09489762,10.02926829
Mozambique,Dairy,8.273849664,4.701282051
Mozambique,Fats & Oils,12.5961805,110.2305882
Mozambique,Fruits,92.06012475,37.70204267
Mozambique,Grains (Starchy staples),966.0957501,1585.076869
Mozambique,"Legumes, Nuts & Seeds",51.43346315,162.6672071
Mozambique,Meats,44.68633493,74.32962138
Mozambique,Miscellaneous,,
Mozambique,Spices,3.025534247,1.813333333
Mozambique,Sugars,33.08067226,111.0857143
Mozambique,Vegetables,27.36868294,7.484224966
Myanmar,Alcohol,0.68587624,0.579310345
Myanmar,Dairy,79.0856807,45.62116797
Myanmar,Fats & Oils,18.19838594,156.4423621
Myanmar,Fruits,66.51047619,30.69714286
Myanmar,Grains (Starchy staples),495.2843472,1402.331229
Myanmar,"Legumes, Nuts & Seeds",98.08909747,305.4289053
Myanmar,Meats,291.9147955,366.3161624
Myanmar,Miscellaneous,,
Myanmar,Spices,8.973999513,17.31618335
Myanmar,Sugars,51.4548032,164.8820554
Myanmar,Vegetables,224.5331233,66.83043998
Namibia,Alcohol,294.0590505,150.3075472
Namibia,Dairy,132.2480524,74.09888199
Namibia,Fats & Oils,6.780512926,57.53233083
Namibia,Fruits,55.02776069,17.81088435
Namibia,Grains (Starchy staples),436.8870973,771.138964
Namibia,"Legumes, Nuts & Seeds",19.24542508,62.98931298
Namibia,Meats,555.5005718,743.9129663
Namibia,Miscellaneous,,
Namibia,Spices,0,0
Namibia,Sugars,0,0
Namibia,Vegetables,62.77394787,19.01371841
Nepal,Alcohol,5.02711384,4.03908046
Nepal,Dairy,133.9008796,101.4763064
Nepal,Fats & Oils,15.00046342,131.1603191
Nepal,Fruits,148.5989204,65.08159393
Nepal,Grains (Starchy staples),714.5745583,1726.942968
Nepal,"Legumes, Nuts & Seeds",28.15934164,85.26624144
Nepal,Meats,45.17274117,54.66189474
Nepal,Miscellaneous,,
Nepal,Spices,15.12699525,47.32588513
Nepal,Sugars,113.9355112,72.95870457
Nepal,Vegetables,290.7141595,70.10221112
Netherlands,Alcohol,425.8725812,263.3012647
Netherlands,Dairy,1718.930338,836.2901523
Netherlands,Fats & Oils,50.57534811,423.7434258
Netherlands,Fruits,232.874671,85.44683358
Netherlands,Grains (Starchy staples),299.414293,520.5688085
Netherlands,"Legumes, Nuts & Seeds",0.150516502,0.400830143
Netherlands,Meats,552.8525266,833.7291632
Netherlands,Miscellaneous,,
Netherlands,Spices,0,0
Netherlands,Sugars,133.9344151,470.3981785
Netherlands,Vegetables,549.9358662,205.9333233
Netherlands Antilles (former),Alcohol,72.16197793,64.65040648
Netherlands Antilles (former),Dairy,0,0
Netherlands Antilles (former),Fats & Oils,0,0
Netherlands Antilles (former),Fruits,0,0
Netherlands Antilles (former),Grains (Starchy staples),0,0
Netherlands Antilles (former),"Legumes, Nuts & Seeds",,
Netherlands Antilles (former),Meats,91.52054792,225
Netherlands Antilles (former),Miscellaneous,,
Netherlands Antilles (former),Spices,0,0
Netherlands Antilles (former),Sugars,0,0
Netherlands Antilles (former),Vegetables,0,0
New Caledonia,Alcohol,112.9184144,74.1380531
New Caledonia,Dairy,0,0
New Caledonia,Fats & Oils,0,0
New Caledonia,Fruits,39.55141553,11.70666667
New Caledonia,Grains (Starchy staples),93.08895067,209.2635697
New Caledonia,"Legumes, Nuts & Seeds",85.35085616,130.5875
New Caledonia,Meats,102.5930251,149.1310044
New Caledonia,Miscellaneous,,
New Caledonia,Spices,0,0
New Caledonia,Sugars,0,0
New Caledonia,Vegetables,80.4023269,28.60273973
New Zealand,Alcohol,273.2612835,135.6244391
New Zealand,Dairy,1911.919152,890.0399314
New Zealand,Fats & Oils,163.5400567,1348.159361
New Zealand,Fruits,500.3386493,216.7737118
New Zealand,Grains (Starchy staples),340.8218626,708.4169426
New Zealand,"Legumes, Nuts & Seeds",16.68373599,49.34545455
New Zealand,Meats,998.9300161,1352.307606
New Zealand,Miscellaneous,,
New Zealand,Spices,0,0
New Zealand,Sugars,19.75073556,69.29327421
New Zealand,Vegetables,474.8711478,138.696077
Nicaragua,Alcohol,40.93291881,31.62789598
Nicaragua,Dairy,348.1146269,208.36958
Nicaragua,Fats & Oils,11.05234957,95.81582278
Nicaragua,Fruits,96.94494427,24.04688172
Nicaragua,Grains (Starchy staples),359.9855436,1069.290145
Nicaragua,"Legumes, Nuts & Seeds",96.80278888,338.0730832
Nicaragua,Meats,143.8894871,199.5232287
Nicaragua,Miscellaneous,,
Nicaragua,Spices,40.37346792,120.7894737
Nicaragua,Sugars,118.2930161,406.7770285
Nicaragua,Vegetables,16.98307816,5.694117647
Niger,Alcohol,1.053635405,1.142307692
Niger,Dairy,153.5507229,82.32517338
Niger,Fats & Oils,8.826293036,75.37642586
Niger,Fruits,94.88816031,50.81173979
Niger,Grains (Starchy staples),547.0970391,1413.074623
Niger,"Legumes, Nuts & Seeds",128.1632531,493.1073944
Niger,Meats,63.74221363,90.75705521
Niger,Miscellaneous,,
Niger,Spices,1.373539102,2.283544304
Niger,Sugars,11.10980328,40.10685121
Niger,Vegetables,136.4651611,40.44954128
Nigeria,Alcohol,177.3846123,75.95994184
Nigeria,Dairy,8.094725241,4.671264368
Nigeria,Fats & Oils,25.13386427,218.2793648
Nigeria,Fruits,140.4375305,40.49343471
Nigeria,Grains (Starchy staples),1018.75944,1705.700449
Nigeria,"Legumes, Nuts & Seeds",63.74428214,221.2517315
Nigeria,Meats,45.63257881,45.77397035
Nigeria,Miscellaneous,,
Nigeria,Spices,7.138986076,22.45704307
Nigeria,Sugars,13.66895847,47.36192493
Nigeria,Vegetables,147.5078469,39.55031569
North Macedonia,Alcohol,180.7242611,111.5793696
North Macedonia,Dairy,374.6681004,175.5564767
North Macedonia,Fats & Oils,15.58356164,130.4361371
North Macedonia,Fruits,502.0638356,185.9602521
North Macedonia,Grains (Starchy staples),413.8715942,852.3165275
North Macedonia,"Legumes, Nuts & Seeds",33.08692254,102.7531532
North Macedonia,Meats,52.31311155,79.07142857
North Macedonia,Miscellaneous,,
North Macedonia,Spices,7.86223092,18.91428571
North Macedonia,Sugars,15.36675878,52.54506438
North Macedonia,Vegetables,572.7135703,146.4092202
Norway,Alcohol,133.0155251,81.6
Norway,Dairy,751.5498859,381.9418209
Norway,Fats & Oils,21.39749784,179.6104196
Norway,Fruits,19.99758196,6.647754137
Norway,Grains (Starchy staples),305.2549653,675.5783803
Norway,"Legumes, Nuts & Seeds",0.636664812,1.932966277
Norway,Meats,593.2344663,886.2821649
Norway,Miscellaneous,,
Norway,Spices,0,0
Norway,Sugars,2.981877689,8.831599229
Norway,Vegetables,104.4816228,29.63856613
Oman,Alcohol,0,0
Oman,Dairy,140.4257071,93.27736318
Oman,Fats & Oils,3.40530822,29.64375
Oman,Fruits,340.4736962,197.3937458
Oman,Grains (Starchy staples),30.7279985,83.592
Oman,"Legumes, Nuts & Seeds",0,0
Oman,Meats,189.8672461,240.3774713
Oman,Miscellaneous,,
Oman,Spices,0,0
Oman,Sugars,0.843194913,2.839441536
Oman,Vegetables,197.5049873,55.04466019
Pakistan,Alcohol,0.17490411,0
Pakistan,Dairy,485.8169588,310.1497509
Pakistan,Fats & Oils,22.60031855,183.3243987
Pakistan,Fruits,102.1833847,45.32907872
Pakistan,Grains (Starchy staples),485.2142767,1341.832553
Pakistan,"Legumes, Nuts & Seeds",19.09054903,63.47874429
Pakistan,Meats,64.35163618,93.43757956
Pakistan,Miscellaneous,,
Pakistan,Spices,3.285458077,7.526736441
Pakistan,Sugars,131.2570402,285.0528922
Pakistan,Vegetables,68.03689796,21.52958232
Panama,Alcohol,198.4672916,92.14035088
Panama,Dairy,143.2067326,138.2641956
Panama,Fats & Oils,22.65870842,191.3068783
Panama,Fruits,328.848726,102.4797297
Panama,Grains (Starchy staples),185.1325104,471.4912604
Panama,"Legumes, Nuts & Seeds",13.16586341,38.43065693
Panama,Meats,271.8619503,317.5918738
Panama,Miscellaneous,,
Panama,Spices,9.494396015,16.18181818
Panama,Sugars,96.8301455,343.5728919
Panama,Vegetables,72.37052001,28.17357259
Paraguay,Alcohol,67.67927359,47.66213314
Paraguay,Dairy,198.5738447,127.2073507
Paraguay,Fats & Oils,161.4559907,1368.969526
Paraguay,Fruits,217.6185135,66.01655934
Paraguay,Grains (Starchy staples),1207.274059,2167.31302
Paraguay,"Legumes, Nuts & Seeds",79.13227855,305.0883029
Paraguay,Meats,310.1872743,464.722485
Paraguay,Miscellaneous,,
Paraguay,Spices,30.38496336,22.6744186
Paraguay,Sugars,71.55614197,255.4425964
Paraguay,Vegetables,85.38488863,19.46766021
Peru,Alcohol,125.6177316,67.61378205
Peru,Dairy,153.5953805,91.45475372
Peru,Fats & Oils,16.92051012,145.3366206
Peru,Fruits,226.9477188,96.57126992
Peru,Grains (Starchy staples),607.0478376,1188.502047
Peru,"Legumes, Nuts & Seeds",25.25318408,82.42569799
Peru,Meats,516.4474799,604.9017224
Peru,Miscellaneous,,
Peru,Spices,44.42522513,102.6727092
Peru,Sugars,62.00043312,221.1332568
Peru,Vegetables,204.3565876,70.90508726
Philippines,Alcohol,40.5723121,46.0039604
Philippines,Dairy,0.467795209,0.194748603
Philippines,Fats & Oils,34.94199234,284.7291923
Philippines,Fruits,390.8769575,187.2122397
Philippines,Grains (Starchy staples),420.4393949,1226.820313
Philippines,"Legumes, Nuts & Seeds",22.94072578,46.19787535
Philippines,Meats,191.4802713,298.8425798
Philippines,Miscellaneous,,
Philippines,Spices,3.520513089,3.498727735
Philippines,Sugars,66.67263551,228.7766101
Philippines,Vegetables,165.9865526,46.41623762
Poland,Alcohol,308.8396992,184.2750628
Poland,Dairy,650.148641,317.8256426
Poland,Fats & Oils,54.50781879,442.273873
Poland,Fruits,251.3837708,95.79133247
Poland,Grains (Starchy staples),748.3204046,1442.746652
Poland,"Legumes, Nuts & Seeds",13.278195,38.35262147
Poland,Meats,315.8373715,539.773221
Poland,Miscellaneous,,
Poland,Spices,0,0
Poland,Sugars,121.1487039,428.681939
Poland,Vegetables,306.5881756,77.17242836
Portugal,Alcohol,353.9792567,280.0862475
Portugal,Dairy,479.6091768,213.4926708
Portugal,Fats & Oils,63.61182006,521.86461
Portugal,Fruits,475.9684556,179.8056556
Portugal,Grains (Starchy staples),153.9257372,318.9251793
Portugal,"Legumes, Nuts & Seeds",8.644210362,21.08429696
Portugal,Meats,286.9048122,345.9509636
Portugal,Miscellaneous,,
Portugal,Spices,0,0
Portugal,Sugars,6.072983438,19.91686461
Portugal,Vegetables,327.6472747,83.1948665
Republic of Korea,Alcohol,217.1337653,142.9623517
Republic of Korea,Dairy,53.43728193,27.90503577
Republic of Korea,Fats & Oils,17.32590524,149.5307942
Republic of Korea,Fruits,150.4084072,57.16870915
Republic of Korea,Grains (Starchy staples),109.5110649,345.8356171
Republic of Korea,"Legumes, Nuts & Seeds",6.320005765,18.65269122
Republic of Korea,Meats,265.9965915,316.0252081
Republic of Korea,Miscellaneous,,
Republic of Korea,Spices,0.407650392,0.593343899
Republic of Korea,Sugars,38.73901541,127.6350812
Republic of Korea,Vegetables,553.6171789,169.7402817
Republic of Moldova,Alcohol,194.9577971,143.959596
Republic of Moldova,Dairy,390.6619734,307.8826203
Republic of Moldova,Fats & Oils,71.37128995,595.2604167
Republic of Moldova,Fruits,249.4093025,97.84261036
Republic of Moldova,Grains (Starchy staples),632.2598705,1355.46182
Republic of Moldova,"Legumes, Nuts & Seeds",14.8979764,53.09364978
Republic of Moldova,Meats,123.3470383,173.8729965
Republic of Moldova,Miscellaneous,,
Republic of Moldova,Spices,0,0
Republic of Moldova,Sugars,70.54510423,226.1878103
Republic of Moldova,Vegetables,220.5019447,63.61096408
Romania,Alcohol,272.285602,154.6481638
Romania,Dairy,621.6970586,409.8862867
Romania,Fats & Oils,44.88086579,377.0854093
Romania,Fruits,257.9154821,95.29314418
Romania,Grains (Starchy staples),927.6426273,1841.262247
Romania,"Legumes, Nuts & Seeds",27.37115607,81.28342575
Romania,Meats,163.6994882,231.7598951
Romania,Miscellaneous,,
Romania,Spices,6.768868232,16.4922619
Romania,Sugars,48.29368956,168.5958321
Romania,Vegetables,347.6458064,88.8680319
Russian Federation,Alcohol,220.6010901,165.2408995
Russian Federation,Dairy,428.5303291,265.5710601
Russian Federation,Fats & Oils,48.53404717,406.1585586
Russian Federation,Fruits,92.22587673,33.97234261
Russian Federation,Grains (Starchy staples),834.5816462,1596.486688
Russian Federation,"Legumes, Nuts & Seeds",12.69863199,38.14098301
Russian Federation,Meats,270.2194875,371.9328914
Russian Federation,Miscellaneous,,
Russian Federation,Spices,0.168066551,0.22987966
Russian Federation,Sugars,127.5192025,418.9736124
Russian Federation,Vegetables,196.2684353,53.27386346
Rwanda,Alcohol,40.9347232,32.79668639
Rwanda,Dairy,49.08048308,31.30021142
Rwanda,Fats & Oils,1.167390578,10.24390244
Rwanda,Fruits,862.8465346,510.6010804
Rwanda,Grains (Starchy staples),1380.098857,1663.92129
Rwanda,"Legumes, Nuts & Seeds",99.28063401,343.5364777
Rwanda,Meats,27.60736555,36.31691395
Rwanda,Miscellaneous,,
Rwanda,Spices,11.83688092,13.66153846
Rwanda,Sugars,10.58215992,37.98232558
Rwanda,Vegetables,122.9466712,25.51331828
Saint Kitts and Nevis,Alcohol,89.20547945,68.66666667
Saint Kitts and Nevis,Dairy,0,0
Saint Kitts and Nevis,Fats & Oils,39.63287672,335.4
Saint Kitts and Nevis,Fruits,105.0884184,34.09090909
Saint Kitts and Nevis,Grains (Starchy staples),28.9743462,66.78181818
Saint Kitts and Nevis,"Legumes, Nuts & Seeds",47.1890411,122.4
Saint Kitts and Nevis,Meats,264.4383562,325.375
Saint Kitts and Nevis,Miscellaneous,,
Saint Kitts and Nevis,Spices,,
Saint Kitts and Nevis,Sugars,0,0
Saint Kitts and Nevis,Vegetables,59.58447489,16.5
Saint Lucia,Alcohol,237.8288964,178.5056604
Saint Lucia,Dairy,15.04990215,10.10714286
Saint Lucia,Fats & Oils,0,0
Saint Lucia,Fruits,337.0842897,125.4054054
Saint Lucia,Grains (Starchy staples),70.5750846,162.1847059
Saint Lucia,"Legumes, Nuts & Seeds",36.42739726,93.94285714
Saint Lucia,Meats,96.03287672,146.1272727
Saint Lucia,Miscellaneous,,
Saint Lucia,Spices,,
Saint Lucia,Sugars,0,0
Saint Lucia,Vegetables,42.91019787,13.77777778
Saint Vincent and the Grenadines,Alcohol,86.10930065,106.4842105
Saint Vincent and the Grenadines,Dairy,24.45644869,13.73584906
Saint Vincent and the Grenadines,Fats & Oils,0,0
Saint Vincent and the Grenadines,Fruits,468.1775149,177.3638767
Saint Vincent and the Grenadines,Grains (Starchy staples),267.1239872,574.8765957
Saint Vincent and the Grenadines,"Legumes, Nuts & Seeds",30.12915851,92.05714286
Saint Vincent and the Grenadines,Meats,276.9330159,376.1940984
Saint Vincent and the Grenadines,Miscellaneous,,
Saint Vincent and the Grenadines,Spices,127.0684932,417.6
Saint Vincent and the Grenadines,Sugars,96.74537279,344.1755725
Saint Vincent and the Grenadines,Vegetables,128.2130137,36.95625
Samoa,Alcohol,77.19053549,36.63636364
Samoa,Dairy,20.54292238,12.01666667
Samoa,Fats & Oils,54.96575343,450.625
Samoa,Fruits,523.033843,232.4746888
Samoa,Grains (Starchy staples),331.7217933,487.2636364
Samoa,"Legumes, Nuts & Seeds",514.4890211,595.8121951
Samoa,Meats,195.7865435,296.6651934
Samoa,Miscellaneous,,
Samoa,Spices,4.411872146,4.333333333
Samoa,Sugars,0,0
Samoa,Vegetables,14.54490107,4.333333333
Sao Tome and Principe,Alcohol,0,0
Sao Tome and Principe,Dairy,0,0
Sao Tome and Principe,Fats & Oils,19.92992069,174.6105263
Sao Tome and Principe,Fruits,534.0246196,301.4608295
Sao Tome and Principe,Grains (Starchy staples),206.3160778,459.9473684
Sao Tome and Principe,"Legumes, Nuts & Seeds",397.7880689,417.6290323
Sao Tome and Principe,Meats,93.87995019,108.5090909
Sao Tome and Principe,Miscellaneous,,
Sao Tome and Principe,Spices,20.76438355,31.2
Sao Tome and Principe,Sugars,0,0
Sao Tome and Principe,Vegetables,75.2612887,18.7037037
Saudi Arabia,Alcohol,,
Saudi Arabia,Dairy,194.535532,124.1491726
Saudi Arabia,Fats & Oils,10.093024,87.56245376
Saudi Arabia,Fruits,199.7223674,142.4666021
Saudi Arabia,Grains (Starchy staples),58.45903845,182.3145013
Saudi Arabia,"Legumes, Nuts & Seeds",0.585341372,1.744715829
Saudi Arabia,Meats,106.0042125,140.9761223
Saudi Arabia,Miscellaneous,,
Saudi Arabia,Spices,0,0
Saudi Arabia,Sugars,0,0
Saudi Arabia,Vegetables,161.5315536,45.76067501
Senegal,Alcohol,3.209258384,1.634482759
Senegal,Dairy,38.93451677,25.44132231
Senegal,Fats & Oils,29.98846845,263.375
Senegal,Fruits,70.93757355,23.49870354
Senegal,Grains (Starchy staples),268.3656896,771.8781362
Senegal,"Legumes, Nuts & Seeds",28.68997817,112.0670814
Senegal,Meats,138.3997294,143.0416226
Senegal,Miscellaneous,,
Senegal,Spices,0.852054794,1.5
Senegal,Sugars,39.26980346,137.6779758
Senegal,Vegetables,104.1793784,33.57765095
Serbia,Alcohol,238.5852096,183.3576674
Serbia,Dairy,417.3150277,240.3887503
Serbia,Fats & Oils,50.24288725,424.2115385
Serbia,Fruits,330.9285256,136.0345452
Serbia,Grains (Starchy staples),630.1742215,1468.177444
Serbia,"Legumes, Nuts & Seeds",32.38419679,110.5718636
Serbia,Meats,177.1012012,346.7210968
Serbia,Miscellaneous,,
Serbia,Spices,1.448436288,2.698113208
Serbia,Sugars,89.18622023,313.4075556
Serbia,Vegetables,268.4245362,69.47817998
Sierra Leone,Alcohol,115.8804452,49.1728125
Sierra Leone,Dairy,12.57166224,7.661691542
Sierra Leone,Fats & Oils,33.24668349,292.1082237
Sierra Leone,Fruits,95.45829555,31.12298456
Sierra Leone,Grains (Starchy staples),751.6584067,1576.844286
Sierra Leone,"Legumes, Nuts & Seeds",47.99819534,184.537583
Sierra Leone,Meats,119.5061295,100.0820664
Sierra Leone,Miscellaneous,,
Sierra Leone,Spices,9.197725511,16.55660377
Sierra Leone,Sugars,11.56127989,40.21845018
Sierra Leone,Vegetables,132.7648458,30.1908313
Slovakia,Alcohol,163.0589504,109.2021505
Slovakia,Dairy,374.1780702,183.7658141
Slovakia,Fats & Oils,42.45381282,324.6771481
Slovakia,Fruits,65.48332718,23.42033015
Slovakia,Grains (Starchy staples),536.9636673,1132.393856
Slovakia,"Legumes, Nuts & Seeds",35.55721402,101.4107792
Slovakia,Meats,125.3607993,177.0586022
Slovakia,Miscellaneous,,
Slovakia,Spices,0,0
Slovakia,Sugars,139.6503153,438.720243
Slovakia,Vegetables,81.95128338,21.23507014
Slovenia,Alcohol,279.359513,158.8765657
Slovenia,Dairy,763.0800253,371.5279805
Slovenia,Fats & Oils,19.02139703,156.2975207
Slovenia,Fruits,239.3629057,103.8891429
Slovenia,Grains (Starchy staples),352.4464279,803.904
Slovenia,"Legumes, Nuts & Seeds",18.03460707,56.73684211
Slovenia,Meats,216.2035903,289.3981949
Slovenia,Miscellaneous,,
Slovenia,Spices,1.318661577,3.155737705
Slovenia,Sugars,10.86179896,34.26871401
Slovenia,Vegetables,79.47528217,21.85308176
Solomon Islands,Alcohol,30.08219178,13.6
Solomon Islands,Dairy,5.506849315,3.409090909
Solomon Islands,Fats & Oils,43.38059361,361.8583333
Solomon Islands,Fruits,139.5099804,59.51298701
Solomon Islands,Grains (Starchy staples),896.809273,1278.153846
Solomon Islands,"Legumes, Nuts & Seeds",292.7652094,401.8887451
Solomon Islands,Meats,201.9068493,237.64375
Solomon Islands,Miscellaneous,,
Solomon Islands,Spices,39.12328767,71.4
Solomon Islands,Sugars,0,0
Solomon Islands,Vegetables,39.84511415,9.077333333
South Africa,Alcohol,214.503134,154.1274756
South Africa,Dairy,159.45792,88.39574286
South Africa,Fats & Oils,15.8492246,138.8832475
South Africa,Fruits,208.9037164,75.76862333
South Africa,Grains (Starchy staples),547.8404121,1503.931172
South Africa,"Legumes, Nuts & Seeds",14.51664906,47.58145561
South Africa,Meats,202.3174865,347.8618386
South Africa,Miscellaneous,,
South Africa,Spices,0.86390047,1.241223833
South Africa,Sugars,96.8176074,322.0547188
South Africa,Vegetables,97.8862387,33.46059252
Spain,Alcohol,350.3124763,204.152691
Spain,Dairy,334.9150865,183.6204065
Spain,Fats & Oils,79.83382165,689.2740058
Spain,Fruits,549.4523696,187.1415213
Spain,Grains (Starchy staples),303.4094217,589.3732801
Spain,"Legumes, Nuts & Seeds",33.99998089,85.81901988
Spain,Meats,452.9166897,561.4004041
Spain,Miscellaneous,,
Spain,Spices,0.68749523,0.936327459
Spain,Sugars,69.58290176,245.2958641
Spain,Vegetables,398.9859396,114.8356078
Sri Lanka,Alcohol,12.490961,7.510133843
Sri Lanka,Dairy,30.17173089,19.57677054
Sri Lanka,Fats & Oils,3.105140986,27.05121294
Sri Lanka,Fruits,33.38831083,14.21443053
Sri Lanka,Grains (Starchy staples),441.0707392,1222.553907
Sri Lanka,"Legumes, Nuts & Seeds",217.5269873,380.4554225
Sri Lanka,Meats,76.3592908,73.64714715
Sri Lanka,Miscellaneous,,
Sri Lanka,Spices,52.65645659,128.5733737
Sri Lanka,Sugars,87.33664923,179.5403822
Sri Lanka,Vegetables,82.97195296,31.04232421
Sudan,Alcohol,20.54794521,19.5
Sudan,Dairy,164.5376921,304.9589257
Sudan,Fats & Oils,7.956549519,174.0495208
Sudan,Fruits,101.435143,134.1795302
Sudan,Grains (Starchy staples),113.4956938,755.9964292
Sudan,"Legumes, Nuts & Seeds",18.74032272,181.5242331
Sudan,Meats,37.19202715,173.6792305
Sudan,Miscellaneous,,
Sudan,Spices,0.291952055,0.9375
Sudan,Sugars,44.75640101,327.151084
Sudan,Vegetables,73.63173457,59.26533228
Sudan (former),Alcohol,32.27096748,14.68573025
Sudan (former),Dairy,273.8890372,253.1817061
Sudan (former),Fats & Oils,7.969041097,86.81875
Sudan (former),Fruits,108.3006494,73.21222527
Sudan (former),Grains (Starchy staples),162.8221789,596.1452208
Sudan (former),"Legumes, Nuts & Seeds",21.22708885,106.5553471
Sudan (former),Meats,51.58639018,118.2290397
Sudan (former),Miscellaneous,,
Sudan (former),Spices,0.330924388,0.43503937
Sudan (former),Sugars,50.31430895,174.1581187
Sudan (former),Vegetables,84.15204156,33.15877319
Suriname,Alcohol,133.8065753,79.02
Suriname,Dairy,31.11813055,18.07058824
Suriname,Fats & Oils,2.293289993,20.10508475
Suriname,Fruits,471.8206393,163.3133333
Suriname,Grains (Starchy staples),478.8358398,1178.315021
Suriname,"Legumes, Nuts & Seeds",15.87540202,50.35217391
Suriname,Meats,184.8829856,249.0515901
Suriname,Miscellaneous,,
Suriname,Spices,0,0
Suriname,Sugars,114.9464742,368.190604
Suriname,Vegetables,69.59069768,25.46511628
Sweden,Alcohol,177.2713256,116.1130359
Sweden,Dairy,866.408357,412.397022
Sweden,Fats & Oils,22.41370839,184.9979216
Sweden,Fruits,16.03933528,4.892704918
Sweden,Grains (Starchy staples),458.6213887,921.3306101
Sweden,"Legumes, Nuts & Seeds",17.30459414,48.4268617
Sweden,Meats,236.0768994,318.5327165
Sweden,Miscellaneous,,
Sweden,Spices,0,0
Sweden,Sugars,110.2072336,394.6704259
Sweden,Vegetables,89.20347777,25.17091837
Switzerland,Alcohol,162.3446188,103.5756309
Switzerland,Dairy,924.4847096,432.7735099
Switzerland,Fats & Oils,36.88550719,297.8470886
Switzerland,Fruits,154.075333,59.55905947
Switzerland,Grains (Starchy staples),216.5195076,425.5134024
Switzerland,"Legumes, Nuts & Seeds",13.97208781,40.14763052
Switzerland,Meats,186.653675,348.8313964
Switzerland,Miscellaneous,,
Switzerland,Spices,0,0
Switzerland,Sugars,146.7194276,517.4040949
Switzerland,Vegetables,123.3536669,30.98638373
Tajikistan,Alcohol,1.018795795,1.465116279
Tajikistan,Dairy,145.0604604,93.60082965
Tajikistan,Fats & Oils,5.860376288,51.63485477
Tajikistan,Fruits,219.4050489,67.25599214
Tajikistan,Grains (Starchy staples),342.6511926,855.1339586
Tajikistan,"Legumes, Nuts & Seeds",8.277184298,29.5697479
Tajikistan,Meats,58.61965045,102.3605364
Tajikistan,Spices,0,0
Tajikistan,Sugars,0.61816553,2.199847909
Tajikistan,Vegetables,335.9581667,89.02786634
Thailand,Alcohol,112.4317389,127.7328795
Thailand,Dairy,37.88926336,21.50146554
Thailand,Fats & Oils,25.89363752,226.5043565
Thailand,Fruits,425.9404757,165.3948037
Thailand,Grains (Starchy staples),860.1535298,2714.571305
Thailand,"Legumes, Nuts & Seeds",26.5349413,59.32243298
Thailand,Meats,239.2436073,373.5017001
Thailand,Miscellaneous,,
Thailand,Spices,18.372787,44.94159292
Thailand,Sugars,263.152691,456.0278508
Thailand,Vegetables,136.8071252,36.3784145
Timor-Leste,Alcohol,0,0
Timor-Leste,Dairy,2.485629869,0.941176471
Timor-Leste,Fats & Oils,2.207762558,19.13888889
Timor-Leste,Fruits,44.0874982,24.47368421
Timor-Leste,Grains (Starchy staples),547.5612794,1295.461197
Timor-Leste,"Legumes, Nuts & Seeds",42.06849314,157.5
Timor-Leste,Meats,95.70458118,167.5081967
Timor-Leste,Miscellaneous,,
Timor-Leste,Spices,35.57260274,35.4
Timor-Leste,Sugars,0.494263699,1.575
Timor-Leste,Vegetables,72.62021474,18.50810811
Togo,Alcohol,30.3255896,14.72164948
Togo,Dairy,8.238490905,4.68852459
Togo,Fats & Oils,15.58337114,137.0937086
Togo,Fruits,26.60578809,8.983015598
Togo,Grains (Starchy staples),889.3828617,1664.1903
Togo,"Legumes, Nuts & Seeds",56.03148564,217.4551084
Togo,Meats,42.65592264,50.21568627
Togo,Miscellaneous,,
Togo,Spices,30.22536456,72.01612903
Togo,Sugars,0,0
Togo,Vegetables,53.03198908,14.62131837
Trinidad and Tobago,Alcohol,112.8653231,81.75706806
Trinidad and Tobago,Dairy,9.838029333,5.881590574
Trinidad and Tobago,Fats & Oils,3.845810768,32.70348837
Trinidad and Tobago,Fruits,145.9327552,52.22616541
Trinidad and Tobago,Grains (Starchy staples),29.56759442,68.33046729
Trinidad and Tobago,"Legumes, Nuts & Seeds",22.62259668,62.21946903
Trinidad and Tobago,Meats,159.4077149,202.2384615
Trinidad and Tobago,Miscellaneous,,
Trinidad and Tobago,Spices,2.975061468,6.138461538
Trinidad and Tobago,Sugars,0,0
Trinidad and Tobago,Vegetables,25.68617945,9.042931937
Tunisia,Alcohol,31.63881947,16.80650407
Tunisia,Dairy,275.6820451,152.6225621
Tunisia,Fats & Oils,48.00666011,418.6116022
Tunisia,Fruits,560.0267446,168.5569904
Tunisia,Grains (Starchy staples),310.8565194,818.9816278
Tunisia,"Legumes, Nuts & Seeds",37.88211541,121.0404181
Tunisia,Meats,126.7686611,157.3284629
Tunisia,Miscellaneous,,
Tunisia,Spices,7.085589041,11.904
Tunisia,Sugars,3.601682934,12.69493278
Tunisia,Vegetables,410.2900799,107.2198731
Turkey,Alcohol,42.94535699,29.45529954
Turkey,Dairy,463.1749639,269.0411163
Turkey,Fats & Oils,49.88578526,428.4227505
Turkey,Fruits,719.4841298,251.3330753
