area,food_group,ssr_645,ssr_664
Estonia,Dairy,1085.236716,604.3105601
Estonia,Fats & Oils,26.98229201,224.7719512
Estonia,Fruits,24.41613932,9.440128411
Estonia,Grains (Starchy staples),772.5344462,1457.433341
Estonia,"Legumes, Nuts & Seeds",32.77100376,101.2142349
Estonia,Meats,356.7207453,488.0847262
Estonia,Miscellaneous,,
Estonia,Spices,0,0
Estonia,Sugars,2.498879203,8.227272727
Estonia,Vegetables,146.8110121,40.66796117
Eswatini,Alcohol,168.2572236,69.80154639
Eswatini,Dairy,85.53829664,60.01043478
Eswatini,Fats & Oils,2.329680365,20.33333333
Eswatini,Fruits,257.4499674,88.93333333
Eswatini,Grains (Starchy staples),229.1837741,585.2997685
Eswatini,"Legumes, Nuts & Seeds",14.39773264,52.24137931
Eswatini,Meats,67.00798386,108.392638
Eswatini,Miscellaneous,,
Eswatini,Spices,0,0
Eswatini,Sugars,94.87760753,348.0477612
Eswatini,Vegetables,16.51058531,5.272727273
Ethiopia,Alcohol,30.84132052,14.81458415
Ethiopia,Dairy,116.0560474,68.98902439
Ethiopia,Fats & Oils,3.392961765,29.75600223
Ethiopia,Fruits,21.00774776,9.98874137
Ethiopia,Grains (Starchy staples),614.3005017,1638.702527
Ethiopia,"Legumes, Nuts & Seeds",66.00689655,230.0758621
Ethiopia,Meats,27.11556879,47.00347826
Ethiopia,Miscellaneous,,
Ethiopia,Spices,13.23326922,27.84947469
Ethiopia,Sugars,15.64055219,54.81208132
Ethiopia,Vegetables,50.89267503,18.10593428
Fiji,Alcohol,77.5642456,42.75971223
Fiji,Dairy,71.59052949,44.65191147
Fiji,Fats & Oils,12.52161537,103.4285714
Fiji,Fruits,57.08348955,16.2
Fiji,Grains (Starchy staples),382.33206,751.371312
Fiji,"Legumes, Nuts & Seeds",197.4336275,294.0375681
Fiji,Meats,219.055965,294.6746479
Fiji,Miscellaneous,,
Fiji,Spices,5.077344573,11.54615385
Fiji,Sugars,112.6472999,349.2690237
Fiji,Vegetables,56.03502815,18.56932515
Finland,Alcohol,235.2537955,144.2702359
Finland,Dairy,1138.390889,530.3502903
Finland,Fats & Oils,35.46188454,287.8888684
Finland,Fruits,28.59592101,9.868824862
Finland,Grains (Starchy staples),553.82494,1180.60393
Finland,"Legumes, Nuts & Seeds",5.672437728,18.6585086
Finland,Meats,286.2305077,547.08
Finland,Miscellaneous,,
Finland,Spices,0,0
Finland,Sugars,71.2765924,248.5642522
Finland,Vegetables,106.8939889,27.44969199
France,Alcohol,242.5532407,160.0670133
France,Dairy,917.6031155,498.7763023
France,Fats & Oils,74.82033643,613.8023437
France,Fruits,216.491624,64.62407602
France,Grains (Starchy staples),879.101535,1863.385047
France,"Legumes, Nuts & Seeds",24.72626482,66.68581709
France,Meats,324.9168084,507.933648
France,Miscellaneous,,
France,Spices,0,0
France,Sugars,110.8099736,382.8257051
France,Vegetables,178.6837535,51.62715855
French Polynesia,Alcohol,143.6447644,75.6779661
French Polynesia,Dairy,9.623091975,6.25
French Polynesia,Fats & Oils,73.75342466,624
French Polynesia,Fruits,142.1001168,40.72868217
French Polynesia,Grains (Starchy staples),64.78813274,146.031016
French Polynesia,"Legumes, Nuts & Seeds",112.0698355,165.4299776
French Polynesia,Meats,144.888189,193.9590551
French Polynesia,Miscellaneous,,
French Polynesia,Spices,0,0
French Polynesia,Sugars,21.01763457,49.57746479
French Polynesia,Vegetables,48.99238967,16.39444444
Gabon,Alcohol,197.3104889,104.3768328
Gabon,Dairy,3.774374292,2.563909774
Gabon,Fats & Oils,2.847500218,24.80764331
Gabon,Fruits,60.69763243,22.91560694
Gabon,Grains (Starchy staples),909.7932094,1391.579632
Gabon,"Legumes, Nuts & Seeds",22.00568819,116.56
Gabon,Meats,114.9269686,127.3280088
Gabon,Miscellaneous,,
Gabon,Spices,0.343835616,1.325
Gabon,Sugars,53.40091066,156.7102329
Gabon,Vegetables,74.45248738,20.23421053
Gambia,Alcohol,88.18630137,28
Gambia,Dairy,14.95552347,10.29562982
Gambia,Fats & Oils,10.75122131,94.3865643
Gambia,Fruits,13.87365028,3.968627451
Gambia,Grains (Starchy staples),300.2836496,933.7895312
Gambia,"Legumes, Nuts & Seeds",27.40549529,136.5780347
Gambia,Meats,84.64726027,76.125
Gambia,Miscellaneous,,
Gambia,Spices,0,0
Gambia,Sugars,0,0
Gambia,Vegetables,17.52724276,4.273684211
Georgia,Alcohol,104.6242294,77.62045455
Georgia,Dairy,353.1056157,219.7406673
Georgia,Fats & Oils,6.930703196,58.1504
Georgia,Fruits,150.3499204,53.27751938
Georgia,Grains (Starchy staples),294.8946001,691.0961681
Georgia,"Legumes, Nuts & Seeds",7.321351882,23.06254826
Georgia,Meats,71.30641782,96.46907021
Georgia,Miscellaneous,,
Georgia,Spices,4.738388524,14.2488189
Georgia,Sugars,2.883626876,10.41693122
Georgia,Vegetables,82.97176405,22.60408163
Germany,Alcohol,343.1797951,237.1573742
Germany,Dairy,915.4890779,463.0442516
Germany,Fats & Oils,68.39255528,555.100304
Germany,Fruits,70.96314259,29.50404038
Germany,Grains (Starchy staples),566.3721617,1156.475659
Germany,"Legumes, Nuts & Seeds",12.64795953,38.00806936
Germany,Meats,317.4254351,455.378955
Germany,Miscellaneous,,
Germany,Spices,0,0
Germany,Sugars,132.9630212,471.3505667
Germany,Vegetables,102.2751107,28.3778542
Ghana,Alcohol,51.36735543,19.86090604
Ghana,Dairy,4.30452176,2.375221239
Ghana,Fats & Oils,16.7304575,145.0223547
Ghana,Fruits,165.7499921,43.48913713
Ghana,Grains (Starchy staples),1665.141174,2170.810228
Ghana,"Legumes, Nuts & Seeds",69.39821498,236.1883844
Ghana,Meats,69.27340105,66.52687163
Ghana,Miscellaneous,,
Ghana,Spices,57.08885402,115.1867519
Ghana,Sugars,15.51736294,39.21218962
Ghana,Vegetables,35.11794381,11.88743328
Greece,Alcohol,154.3498967,104.2540168
Greece,Dairy,453.3246264,252.2966929
Greece,Fats & Oils,66.07928756,577.4313128
Greece,Fruits,832.3917314,277.0929694
Greece,Grains (Starchy staples),460.274688,875.6506537
Greece,"Legumes, Nuts & Seeds",81.76247293,153.9720829
Greece,Meats,145.8275837,185.3215574
Greece,Miscellaneous,,
Greece,Spices,0.382293156,0.631499051
Greece,Sugars,59.82274124,206.6538781
Greece,Vegetables,409.2652293,100.2232609
Grenada,Alcohol,79.29193302,84.62222222
Grenada,Dairy,24.55654042,17.35294118
Grenada,Fats & Oils,0,0
Grenada,Fruits,313.9356322,134.9241379
Grenada,Grains (Starchy staples),30.23974381,70.52467532
Grenada,"Legumes, Nuts & Seeds",68.69589041,140.4
Grenada,Meats,94.02009132,127.0666667
Grenada,Miscellaneous,,
Grenada,Spices,27.05936073,92.33333333
Grenada,Sugars,65.76428909,224.2413793
Grenada,Vegetables,87.39068492,26.08
Guatemala,Alcohol,37.86002688,27.00693756
Guatemala,Dairy,89.47523897,53.64242924
Guatemala,Fats & Oils,30.51414223,263.234759
Guatemala,Fruits,375.0107587,130.0389473
Guatemala,Grains (Starchy staples),265.3992556,777.598147
Guatemala,"Legumes, Nuts & Seeds",54.66497649,187.2238806
Guatemala,Meats,106.8387747,135.8292961
Guatemala,Miscellaneous,,
Guatemala,Spices,56.76208811,58.26254826
Guatemala,Sugars,147.7219863,523.3293743
Guatemala,Vegetables,223.5332234,64.0634262
Guinea,Alcohol,4.332065434,1.858252427
Guinea,Dairy,38.35879249,24.6612963
Guinea,Fats & Oils,31.10065998,274.8234818
Guinea,Fruits,160.1303103,62.22729529
Guinea,Grains (Starchy staples),737.0827306,1558.090473
Guinea,"Legumes, Nuts & Seeds",30.08418675,118.2003256
Guinea,Meats,61.4372658,70.91171451
Guinea,Miscellaneous,,
Guinea,Spices,9.106157175,8.667368421
Guinea,Sugars,24.88904174,88.0051716
Guinea,Vegetables,124.0250925,85.08680412
Guinea-Bissau,Alcohol,43.04683354,22.20837696
Guinea-Bissau,Dairy,38.10673973,25.74
Guinea-Bissau,Fats & Oils,32.48941714,285.2098039
Guinea-Bissau,Fruits,75.175,30.41875
Guinea-Bissau,Grains (Starchy staples),514.4506094,1266.123427
Guinea-Bissau,"Legumes, Nuts & Seeds",60.39613413,228.191411
Guinea-Bissau,Meats,60.43863717,130.1025641
Guinea-Bissau,Miscellaneous,,
Guinea-Bissau,Spices,0,0
Guinea-Bissau,Sugars,7.622579121,26.43103448
Guinea-Bissau,Vegetables,47.30280496,10.92063492
Guyana,Alcohol,64.0230331,46.46902655
Guyana,Dairy,149.6223077,79.31383399
Guyana,Fats & Oils,1.901486447,16.65106383
Guyana,Fruits,125.4598414,38.31961722
Guyana,Grains (Starchy staples),662.0060535,1761.534541
Guyana,"Legumes, Nuts & Seeds",107.0968814,212.9154255
Guyana,Meats,257.6132435,312.181759
Guyana,Miscellaneous,,
Guyana,Spices,6.699543379,16.97777778
Guyana,Sugars,121.3166935,402.6869355
Guyana,Vegetables,153.0599501,59.81789137
Haiti,Alcohol,24.44588159,70.49356223
Haiti,Dairy,24.41941557,21.49598309
Haiti,Fats & Oils,1.043120479,9.103694875
Haiti,Fruits,149.0640209,65.71518987
Haiti,Grains (Starchy staples),453.5733773,906.381028
Haiti,"Legumes, Nuts & Seeds",59.229901,197.8992701
Haiti,Meats,36.95669624,56.0730832
Haiti,Miscellaneous,,
Haiti,Spices,9.095974711,4.998461538
Haiti,Sugars,50.28258926,164.928627
Haiti,Vegetables,37.89942754,12.19252548
Honduras,Alcohol,38.4465013,29.37297297
Honduras,Dairy,242.7984013,139.1863913
Honduras,Fats & Oils,53.5546875,457.1054688
Honduras,Fruits,395.8137752,147.1823795
Honduras,Grains (Starchy staples),200.5933874,593.6841598
Honduras,"Legumes, Nuts & Seeds",30.81054999,96.50746269
Honduras,Meats,101.9432068,149.0693091
Honduras,Miscellaneous,,
Honduras,Spices,86.65489356,100.4096386
Honduras,Sugars,129.2464672,445.4617152
Honduras,Vegetables,174.6511499,38.70576806
Hungary,Alcohol,267.6902877,187.8186495
Hungary,Dairy,445.615569,249.8435264
Hungary,Fats & Oils,113.4825275,889.502451
Hungary,Fruits,251.2309515,102.751952
Hungary,Grains (Starchy staples),761.2600744,1573.180007
Hungary,"Legumes, Nuts & Seeds",22.7802971,78.59202502
Hungary,Meats,279.3033532,442.0590671
Hungary,Miscellaneous,,
Hungary,Spices,7.169328433,16.17073171
Hungary,Sugars,114.4519958,412.8458809
Hungary,Vegetables,285.2608561,84.36141659
Iceland,Alcohol,152.5374628,86.64782609
Iceland,Dairy,727.8971619,636.1702838
Iceland,Fats & Oils,163.4115776,1328.451613
Iceland,Fruits,15.55127465,5.496860987
Iceland,Grains (Starchy staples),29.0142744,60.55691769
Iceland,"Legumes, Nuts & Seeds",0,0
Iceland,Meats,7742.40902,10911.58267
Iceland,Miscellaneous,,
Iceland,Spices,0,0
Iceland,Sugars,45.91304348,152.1391304
Iceland,Vegetables,99.45007967,30.35232558
India,Alcohol,4.969964506,11.93179327
India,Dairy,227.0000988,127.0671749
India,Fats & Oils,19.76438404,172.5567242
India,Fruits,175.0758526,71.97471027
India,Grains (Starchy staples),524.583545,1522.812737
India,"Legumes, Nuts & Seeds",59.30363851,171.4444226
India,Meats,37.96430493,40.57018272
India,Miscellaneous,,
India,Spices,11.39225873,28.50462331
India,Sugars,87.57635918,227.9815504
India,Vegetables,193.0300907,51.05060322
Indonesia,Alcohol,2.971768909,2.054347826
Indonesia,Dairy,14.49889257,6.971529385
Indonesia,Fats & Oils,80.39507093,704.9519507
Indonesia,Fruits,178.7600032,80.39296665
Indonesia,Grains (Starchy staples),627.1214601,1713.467076
Indonesia,"Legumes, Nuts & Seeds",66.5256639,126.2261097
Indonesia,Meats,132.2641971,152.8612331
Indonesia,Miscellaneous,,
Indonesia,Spices,19.96237497,32.11338583
Indonesia,Sugars,39.29577286,138.7725228
Indonesia,Vegetables,98.26556516,33.66515289
Iran (Islamic Republic of),Alcohol,0.03196347,0
Iran (Islamic Republic of),Dairy,150.8688742,77.51214128
Iran (Islamic Republic of),Fats & Oils,10.78450414,91.04327255
Iran (Islamic Republic of),Fruits,558.1657008,245.3942984
Iran (Islamic Republic of),Grains (Starchy staples),447.9974569,1142.005188
Iran (Islamic Republic of),"Legumes, Nuts & Seeds",49.17634731,154.5630934
Iran (Islamic Republic of),Meats,136.1285793,176.3941912
Iran (Islamic Republic of),Miscellaneous,,
Iran (Islamic Republic of),Spices,7.705576844,7.628172757
Iran (Islamic Republic of),Sugars,72.97442903,251.2521709
Iran (Islamic Republic of),Vegetables,505.8179527,114.9439978
Iraq,Alcohol,0,0
Iraq,Dairy,27.904481,15.62838915
Iraq,Fats & Oils,1.44177109,12.53517883
Iraq,Fruits,149.682488,61.86726727
Iraq,Grains (Starchy staples),259.5447813,789.1754839
Iraq,"Legumes, Nuts & Seeds",5.160023153,16.28689057
Iraq,Meats,25.18247343,34.74271165
Iraq,Miscellaneous,,
Iraq,Spices,0,0
Iraq,Sugars,1.854949371,6.361952026
Iraq,Vegetables,210.4175239,50.80421195
Ireland,Alcohol,589.3543663,377.5348972
Ireland,Dairy,1788.978801,901.5969057
Ireland,Fats & Oils,54.9260274,448.525
Ireland,Fruits,33.23501721,9.228328328
Ireland,Grains (Starchy staples),396.8443481,790.1234183
Ireland,"Legumes, Nuts & Seeds",10.14603931,32.23734015
Ireland,Meats,695.3408099,997.2827275
Ireland,Miscellaneous,,
Ireland,Spices,0,0
Ireland,Sugars,3.333695086,10.70299111
Ireland,Vegetables,120.8887375,42.08618392
Israel,Alcohol,42.36159553,30.98564232
Israel,Dairy,487.4151396,250.8782004
Israel,Fats & Oils,32.19140197,281.1018923
Israel,Fruits,604.7161129,265.3272754
Israel,Grains (Starchy staples),111.0167777,265.7984458
Israel,"Legumes, Nuts & Seeds",14.17547877,52.75621891
Israel,Meats,291.6402045,389.2084776
Israel,Miscellaneous,,
Israel,Spices,0,0
Israel,Sugars,1.262176733,4.299591466
Israel,Vegetables,413.1485189,124.9546325
Italy,Alcohol,226.1497014,141.0013271
Italy,Dairy,480.6576811,202.7176171
Italy,Fats & Oils,45.45057917,366.5296205
Italy,Fruits,664.1126365,261.3905159
Italy,Grains (Starchy staples),376.8768427,842.9812771
Italy,"Legumes, Nuts & Seeds",30.46538906,73.74875688
Italy,Meats,240.6572644,334.3920991
Italy,Miscellaneous,,
Italy,Spices,0.189381384,0.115642221
Italy,Sugars,62.92887952,218.8805727
Italy,Vegetables,303.0722194,77.10703761
Jamaica,Alcohol,122.5821707,110.5210256
Jamaica,Dairy,190.4373583,123.1948882
Jamaica,Fats & Oils,10.4419439,90.23809524
Jamaica,Fruits,291.5232579,103.0450755
Jamaica,Grains (Starchy staples),185.037175,398.9508223
Jamaica,"Legumes, Nuts & Seeds",47.43474229,97.46303502
Jamaica,Meats,141.5581528,162.8148485
Jamaica,Miscellaneous,,
Jamaica,Spices,25.28723978,57.52913386
Jamaica,Sugars,136.7586446,475.4935208
Jamaica,Vegetables,202.9066497,49.50993377
Japan,Alcohol,108.5180616,115.0179828
Japan,Dairy,157.268492,90.13772706
Japan,Fats & Oils,29.56961463,252.8300804
Japan,Fruits,72.30009142,24.0250533
Japan,Grains (Starchy staples),117.7616684,338.0319329
Japan,"Legumes, Nuts & Seeds",1.727053632,6.919123727
Japan,Meats,198.2867802,239.708667
Japan,Miscellaneous,,
Japan,Spices,3.006638245,5.057529463
Japan,Sugars,60.23873374,207.3124056
Japan,Vegetables,211.8947146,56.82251381
Jordan,Alcohol,6.806613132,3.813793103
Jordan,Dairy,119.5522269,75.83950702
Jordan,Fats & Oils,10.4745376,91.33333333
Jordan,Fruits,344.2685339,127.1136714
Jordan,Grains (Starchy staples),48.90247316,135.2948207
Jordan,"Legumes, Nuts & Seeds",31.85183026,90.68636722
Jordan,Meats,106.750965,146.1601966
Jordan,Miscellaneous,,
Jordan,Spices,0,0
Jordan,Sugars,0,0
Jordan,Vegetables,320.804814,78.69389671
Kazakhstan,Alcohol,89.43363177,74.82408242
Kazakhstan,Dairy,699.4729715,424.6570226
Kazakhstan,Fats & Oils,43.39981936,375.5318681
Kazakhstan,Fruits,143.4137632,50.18445276
Kazakhstan,Grains (Starchy staples),998.3208169,1792.399685
Kazakhstan,"Legumes, Nuts & Seeds",15.11668765,43.427601
Kazakhstan,Meats,190.8357995,321.7563326
Kazakhstan,Miscellaneous,,
Kazakhstan,Spices,0,0
Kazakhstan,Sugars,21.40266717,76.89036743
Kazakhstan,Vegetables,383.5852513,91.28946584
Kenya,Alcohol,48.79841234,24.8472183
Kenya,Dairy,270.2792132,171.7552345
Kenya,Fats & Oils,2.86206183,24.69710833
Kenya,Fruits,195.0388002,96.34344828
Kenya,Grains (Starchy staples),479.0964132,1021.963293
Kenya,"Legumes, Nuts & Seeds",47.15753585,157.7843275
Kenya,Meats,64.79635618,99.90386696
Kenya,Miscellaneous,,
Kenya,Spices,27.3472689,16.23929471
Kenya,Sugars,118.1610336,178.8036593
Kenya,Vegetables,106.1558303,25.49813129
Kiribati,Alcohol,0,0
Kiribati,Dairy,0,0
Kiribati,Fats & Oils,41.30547944,354.35
Kiribati,Fruits,200.0740394,107.4878049
Kiribati,Grains (Starchy staples),278.5135414,568.904918
Kiribati,"Legumes, Nuts & Seeds",370.6946712,688.7503234
Kiribati,Meats,682.8300274,737.296
Kiribati,Miscellaneous,,
Kiribati,Spices,,
Kiribati,Sugars,0,0
Kiribati,Vegetables,148.7720548,35.084
Kuwait,Alcohol,0,0
Kuwait,Dairy,50.9656059,27.12153846
Kuwait,Fats & Oils,3.058111031,26.53684211
Kuwait,Fruits,85.44797633,35.78863636
Kuwait,Grains (Starchy staples),31.10743715,83.53687878
Kuwait,"Legumes, Nuts & Seeds",0,0
Kuwait,Meats,124.8367376,169.3309127
Kuwait,Miscellaneous,,
Kuwait,Spices,0.510861057,1.217857143
Kuwait,Sugars,0,0
Kuwait,Vegetables,183.8962771,44.86701872
Kyrgyzstan,Alcohol,18.8254203,22.91477273
Kyrgyzstan,Dairy,572.6098185,372.2376435
Kyrgyzstan,Fats & Oils,7.294636163,62.40920716
Kyrgyzstan,Fruits,193.7256161,60.30831099
Kyrgyzstan,Grains (Starchy staples),623.5956557,1275.500594
Kyrgyzstan,"Legumes, Nuts & Seeds",21.24053583,69.53425414
Kyrgyzstan,Meats,89.92059439,162.2353511
Kyrgyzstan,Miscellaneous,,
Kyrgyzstan,Spices,0.513286021,2.120481928
Kyrgyzstan,Sugars,39.3499521,130.5026676
Kyrgyzstan,Vegetables,368.8325732,109.3230769
Lao People's Democratic Republic,Alcohol,34.72524974,49.47379913
Lao People's Democratic Republic,Dairy,2.464023071,1.957894737
Lao People's Democratic Republic,Fats & Oils,7.671232875,64.4
Lao People's Democratic Republic,Fruits,190.1961203,94.18495066
Lao People's Democratic Republic,Grains (Starchy staples),623.1251171,1732.067934
Lao People's Democratic Republic,"Legumes, Nuts & Seeds",22.51560019,100.1212938
Lao People's Democratic Republic,Meats,111.5176685,175.1395973
Lao People's Democratic Republic,Miscellaneous,,
Lao People's Democratic Republic,Spices,34.54184835,40.68507042
Lao People's Democratic Republic,Sugars,82.27317255,71.4856154
Lao People's Democratic Republic,Vegetables,453.7479452,97.6
Latvia,Alcohol,265.7584163,205.9730849
Latvia,Dairy,860.5848437,537.4231111
Latvia,Fats & Oils,29.38477034,238.7205882
Latvia,Fruits,26.15030608,10.02328967
Latvia,Grains (Starchy staples),1009.458084,1727.350496
Latvia,"Legumes, Nuts & Seeds",23.26910556,60.32313725
Latvia,Meats,348.6532905,480.1511489
Latvia,Miscellaneous,,
Latvia,Spices,0,0
Latvia,Sugars,2.187216365,6.967370441
Latvia,Vegetables,184.537888,46.94846293
Lebanon,Alcohol,27.73674623,26.60412371
Lebanon,Dairy,127.342425,68.6051441
Lebanon,Fats & Oils,13.41592592,116.6597938
Lebanon,Fruits,551.5659891,200.3212366
Lebanon,Grains (Starchy staples),172.4572956,405.9409322
Lebanon,"Legumes, Nuts & Seeds",51.30283119,146.637759
Lebanon,Meats,113.4009752,164.3585398
Lebanon,Miscellaneous,,
Lebanon,Spices,0.488957713,0.622608696
Lebanon,Sugars,1.530680015,4.793800979
Lebanon,Vegetables,332.3447598,88.260268
Lesotho,Alcohol,64.37979714,33.20458015
Lesotho,Dairy,48.47693054,29.77168142
Lesotho,Fats & Oils,2.283105023,19.73333333
Lesotho,Fruits,20.70799564,7.930543933
Lesotho,Grains (Starchy staples),263.5359865,697.1374408
Lesotho,"Legumes, Nuts & Seeds",8.017784187,27.07894737
Lesotho,Meats,46.25237091,74.03846154
Lesotho,Miscellaneous,,
Lesotho,Spices,0,0
Lesotho,Sugars,0,0
Lesotho,Vegetables,35.62426614,7.611428571
Liberia,Alcohol,20.20337197,31.00549451
Liberia,Dairy,0.664263398,0.456140351
Liberia,Fats & Oils,32.15624702,283.2273782
Liberia,Fruits,92.24135009,50.92268041
Liberia,Grains (Starchy staples),507.2861892,1074.733251
Liberia,"Legumes, Nuts & Seeds",11.52514361,34.21935484
Liberia,Meats,31.94693583,44.55652174
Liberia,Miscellaneous,,
Liberia,Spices,6.322444673,13.07692308
Liberia,Sugars,41.49781725,65.6456044
Liberia,Vegetables,62.15680727,17.88303249
Lithuania,Alcohol,298.6407416,227.545921
Lithuania,Dairy,1214.550434,485.6745098
Lithuania,Fats & Oils,18.24577994,149.3032258
Lithuania,Fruits,58.37780919,19.70711744
Lithuania,Grains (Starchy staples),1077.986477,2102.732612
Lithuania,"Legumes, Nuts & Seeds",35.90776489,123.0251928
Lithuania,Meats,336.8265503,497.1719898
Lithuania,Miscellaneous,,
Lithuania,Spices,1.782683868,1.669902913
Lithuania,Sugars,128.6128048,398.2939075
Lithuania,Vegetables,208.6628124,56.98735701
Luxembourg,Alcohol,218.2146586,165.979562
Luxembourg,Dairy,1279.302312,709.0379437
Luxembourg,Fats & Oils,9.354289834,78.61052632
Luxembourg,Fruits,77.58839797,20.48513302
Luxembourg,Grains (Starchy staples),407.4070224,841.6414035
Luxembourg,"Legumes, Nuts & Seeds",33.18575342,91.84
Luxembourg,Meats,128.1300283,217.9280423
Luxembourg,Miscellaneous,,
Luxembourg,Spices,0,0
Luxembourg,Sugars,0,0
Luxembourg,Vegetables,6.139421613,2.011111111
Madagascar,Alcohol,16.64864865,10.9009009
Madagascar,Dairy,67.72822141,42.60230743
Madagascar,Fats & Oils,1.942926331,16.93760832
Madagascar,Fruits,135.115363,63.09009949
Madagascar,Grains (Starchy staples),732.5223842,1537.054999
Madagascar,"Legumes, Nuts & Seeds",18.70020402,53.07287234
Madagascar,Meats,61.32054794,99.2
Madagascar,Miscellaneous,,
Madagascar,Spices,11.26253199,10.36813187
Madagascar,Sugars,34.2265667,74.34735239
Madagascar,Vegetables,42.52323748,9.963685345
Malawi,Alcohol,48.76164384,20.6
Malawi,Dairy,10.54101493,6.345153664
Malawi,Fats & Oils,7.230039636,61.91269036
Malawi,Fruits,122.75088,60.82986845
Malawi,Grains (Starchy staples),1029.291347,1750.752593
Malawi,"Legumes, Nuts & Seeds",71.75361931,271.9226002
Malawi,Meats,48.4122086,80.95438596
Malawi,Miscellaneous,,
Malawi,Spices,10.51163223,12.69152542
Malawi,Sugars,29.89927948,106.5778518
Malawi,Vegetables,52.98875155,12.03665241
Malaysia,Alcohol,23.52992015,9.762274882
Malaysia,Dairy,6.427903729,5.546747813
Malaysia,Fats & Oils,162.2670055,1411.033497
Malaysia,Fruits,95.09541951,39.98828125
Malaysia,Grains (Starchy staples),89.00898355,259.3178336
Malaysia,"Legumes, Nuts & Seeds",16.34049609,39.09190254
Malaysia,Meats,337.4558942,407.9342629
Malaysia,Miscellaneous,,
Malaysia,Spices,10.70354663,27.94246575
Malaysia,Sugars,22.73684881,77.68722033
Malaysia,Vegetables,110.1445719,33.42633833
Maldives,Alcohol,0,0
Maldives,Dairy,0,0
Maldives,Fats & Oils,0,0
Maldives,Fruits,42.06843583,12.60753138
Maldives,Grains (Starchy staples),13.40797331,35.62820513
Maldives,"Legumes, Nuts & Seeds",38.07123288,83.31428571
Maldives,Meats,860.9256825,752.8363636
Maldives,Miscellaneous,,
Maldives,Spices,0,0
Maldives,Sugars,0,0
Maldives,Vegetables,19.52278954,6.283636364
Mali,Alcohol,17.4911477,5.81092437
Mali,Dairy,274.9138484,211.8802027
Mali,Fats & Oils,14.63421286,121.6800895
Mali,Fruits,86.20190468,37.28553871
Mali,Grains (Starchy staples),656.9129973,1884.144779
Mali,"Legumes, Nuts & Seeds",43.87373974,160.0596173
Mali,Meats,94.11975171,122.7872992
Mali,Miscellaneous,,
Mali,Spices,0.767123287,1.013333333
Mali,Sugars,23.53635343,83.71905653
Mali,Vegetables,154.413953,30.8773678
Malta,Alcohol,79.15192847,56.19574468
Malta,Dairy,214.1433377,130.3214145
Malta,Fats & Oils,9.807158639,78.16774194
Malta,Fruits,123.369863,42.7316129
Malta,Grains (Starchy staples),90.25735767,186.0833512
Malta,"Legumes, Nuts & Seeds",8.976621005,25.48
Malta,Meats,125.0514184,154.3909348
Malta,Miscellaneous,,
Malta,Spices,0,0
Malta,Sugars,0,0
Malta,Vegetables,374.2072105,95.34626866
Mauritania,Alcohol,,
Mauritania,Dairy,278.0403148,200.2242003
Mauritania,Fats & Oils,4.180995318,36.74873418
Mauritania,Fruits,16.60108691,14.0052459
Mauritania,Grains (Starchy staples),148.969494,448.0806988
Mauritania,"Legumes, Nuts & Seeds",36.67212192,128.9324503
Mauritania,Meats,200.4269579,260.6128634
Mauritania,Miscellaneous,,
Mauritania,Spices,0,0
Mauritania,Sugars,0,0
Mauritania,Vegetables,3.370090272,0.940092166
Mauritius,Alcohol,92.36868117,52.45490196
Mauritius,Dairy,10.59084189,5.039386189
Mauritius,Fats & Oils,1.040519106,9.129186603
Mauritius,Fruits,84.38159045,28.37173448
Mauritius,Grains (Starchy staples),34.13159726,96.83229228
Mauritius,"Legumes, Nuts & Seeds",4.968297456,16.14081633
Mauritius,Meats,136.2958516,165.3706195
Mauritius,Miscellaneous,,
Mauritius,Spices,6.628424658,18.2875
Mauritius,Sugars,98.97846701,352.8809232
Mauritius,Vegetables,120.5149053,35.28287841
Mexico,Alcohol,196.009362,73.94668438
Mexico,Dairy,234.0121779,125.3004754
Mexico,Fats & Oils,19.49501943,165.2621768
Mexico,Fruits,388.7453109,133.1245215
Mexico,Grains (Starchy staples),327.7272093,913.189382
Mexico,"Legumes, Nuts & Seeds",15.08547276,53.71900057
Mexico,Meats,229.2300686,349.6959742
Mexico,Miscellaneous,,
Mexico,Spices,9.562524386,19.20670221
Mexico,Sugars,135.3866348,462.8992074
Mexico,Vegetables,198.8132304,56.93521474
Mongolia,Alcohol,65.90528375,52.61176471
Mongolia,Dairy,360.4546783,228.2520295
Mongolia,Fats & Oils,10.6478035,92.32758621
Mongolia,Fruits,1.185464231,0.297222222
Mongolia,Grains (Starchy staples),384.3325962,876.3316545
Mongolia,"Legumes, Nuts & Seeds",11.01060766,31.6
Mongolia,Meats,252.5804362,495.6766917
Mongolia,Miscellaneous,,
Mongolia,Spices,0,0
Mongolia,Sugars,0,0
Mongolia,Vegetables,77.08390796,20.48679775
Montenegro,Alcohol,92.84008118,77.34074074
Montenegro,Dairy,642.0261568,343.5472313
Montenegro,Fats & Oils,1.001956947,8.450793651
Montenegro,Fruits,330.6447466,115.4849315
Montenegro,Grains (Starchy staples),361.6106692,646.5285085
Montenegro,"Legumes, Nuts & Seeds",24.95840597,77.81818182
Montenegro,Meats,79.05136323,149.4576052
Montenegro,Miscellaneous,,
Montenegro,Spices,0,0
Montenegro,Sugars,5.107982995,12.60804598
Montenegro,Vegetables,469.2626778,106.8218612
Morocco,Alcohol,9.434892282,5.571806167
